26,0.802699,1.44898,0.598953,1,0.963333,1,0.48
时间11,(8712.59,4093.42),(7416,1053.34),(5346,4572),(13821,6037.76),(9972,5256),(10242,6255.34),(11304,2160),(10802.8,2370.18),(13091,2762.54),(8928.55,2345.18),(7722,1890),(5616,1278),(8150,3621.33),(7398,4662),(9162,7146),(3525.15,7776.5),(4477.28,6179.78),(3474,5238),(3375.05,5233.88),(2629.98,832.042),(676.607,2088.27),(2158.61,872.619),(4655.76,1305.33),(6408,1278),(3798,360),(4941.34,2736)
时间12,(9045.88,4088.13),(7416,1116),(5012.66,4572),(13622,5770.35),(9846,5292),(10242,6318),(11231.7,1834.6),(11110.2,2241.27),(13114,3095.08),(9198,2340),(8055.17,1900.41),(5652,1548),(8262,3654),(7064.66,4662),(8828.66,7146),(3528,7902),(4518,6192),(3806.69,5217.21),(3474,5238),(2297.47,855.553),(432,2106),(2178,864),(4325.52,1350.65),(6531.8,968.505),(3929.31,666.384),(5022,2736)
时间13,(9180,4086),(7416,782.664),(4986,4572),(13423,5502.93),(9846,5625.34),(10262.8,6650.69),(11159.4,1509.2),(11304,2160),(13137,3427.62),(9198,2006.66),(8298,1908),(5899.18,1771.64),(8316,3888),(6731.33,4662),(8495.33,7146),(3860.99,7917.14),(4563.33,6522.24),(4050,5202),(3806.69,5217.21),(2178,864),(764.464,2081.91),(1873.39,999.381),(4068,1386),(6624,738),(3960,738),(5058,2916)
时间14,(9198,4392),(7416,720),(5004,4302),(13266,5292),(9846,5958.67),(10283.6,6983.37),(11087.1,1183.81),(11637.2,2150.74),(13160,3760.16),(9198,1673.33),(8277.83,1575.27),(6030,1890),(7982.66,3888),(6397.99,4662),(8161.99,7146),(4193.98,7932.27),(4608.65,6852.48),(4104,5004),(4050,5202),(2510.51,840.489),(1096.93,2057.82),(1854,1008),(4013.2,1057.2),(6546.21,413.868),(4293.34,738),(5364,2952)
时间15,(9530.6,4414.17),(7416,1053.34),(4673.46,4345.11),(13050,5346),(9846,5976),(10296,7182),(11014.8,858.407),(11952,2142),(13183,4092.71),(9198,1494),(8262,1314),(6156,2142),(7649.33,3888),(6390,4662),(8064,7146),(4526.98,7947.41),(4644,7110),(4120.65,4671.08),(4104,5004),(2843.01,816.979),(1429.39,2033.73),(2158.61,872.619),(3960,738),(6516,288),(4626.67,738),(5058,2916)
时间16,(9863.2,4436.35),(7416,1116),(4590,4356),(13234.1,5623.87),(9846,5642.66),(9962.83,7171.42),(10942.4,533.009),(12284.9,2125.63),(13206,4425.25),(9084.45,1180.6),(8262,980.664),(6012,2214),(7452,3888),(6408,4860),(7730.78,7137.23),(4716,7956),(4977.34,7110),(4137.29,4338.16),(4120.65,4671.08),(3175.52,793.468),(1674,2016),(2178,864),(3828.69,431.616),(6593.79,612.132),(4960.01,738),(5022,2736)
时间17,(10008,4446),(7084.43,1081.7),(4920.54,4312.89),(13418.3,5901.73),(9846,5309.33),(9629.66,7160.85),(10872,216),(12617.9,2109.25),(13229,4757.79),(8970.9,867.201),(8262,647.328),(6156,2142),(7506,3618),(6074.66,4860),(7397.56,7128.46),(4383.01,7940.86),(5022,7110),(4140,4284),(4137.29,4338.16),(3508.02,769.958),(1640.83,1684.32),(2510.51,840.489),(3798,360),(6624,738),(5293.34,738),(4688.66,2736)
时间18,(9675.4,4423.83),(6894,1062),(5004,4302),(13602.4,6179.6),(9846,5292),(9296.5,7150.27),(10538.7,221.649),(12950.8,2092.88),(13252,5090.33),(8857.35,553.802),(8262,313.992),(6282,2142),(7477.53,3285.88),(5741.33,4860),(7380,7128),(4050.02,7925.73),(5355.34,7110),(4140,3950.66),(4140,4284),(3840.53,746.447),(1638,1656),(2843.01,816.979),(4131.13,348.208),(6546.21,413.868),(5626.68,738),(4608,2736)
时间19,(9342.8,4401.65),(7225.57,1096.3),(4986,4572),(13786.5,6457.47),(9846,5625.34),(9162,7146),(10205.4,227.298),(13050,2088),(13266,5292),(8748,252),(8262,288),(6164.96,1829.89),(7452,2988),(5634,4860),(7046.8,7137.52),(3717.02,7910.59),(5616,7110),(4140,3744),(4140,3950.66),(3960,738),(1671.17,1987.68),(3175.52,793.468),(4464.25,336.416),(6516,288),(5832,738),(4941.34,2736)
时间20,(9198,4392),(7416,1116),(5319.34,4572),(13970.6,6735.33),(9846,5958.67),(9150.1,7479.12),(9872.14,232.947),(13067.5,2420.88),(13243,4959.46),(8415.57,276.624),(8262,621.336),(6120,1710),(7308,2844),(5967.34,4860),(6750,7146),(3528,7902),(5282.66,7110),(4140,4077.34),(4140,3744),(3627.49,761.511),(1674,2016),(3508.02,769.958),(4797.38,324.624),(6642,270),(5796,936),(5022,2736)
时间21,(9162,4662),(7084.43,1081.7),(5346,4572),(14040,6840),(9846,5976),(9144,7650),(9538.85,238.596),(13068,2430),(13220,4626.92),(8262,288),(8262,954.672),(6453.23,1718.33),(7074,2718),(6300.67,4860),(6743.06,6812.74),(3520.43,7568.75),(5022,7110),(4140,4284),(4140,4077.34),(3294.99,785.021),(1640.83,1684.32),(3840.53,746.447),(5130.51,312.832),(6516,288),(5832,738),(5004,2556)
时间22,(9198,4392),(6894,1062),(5472,4356),(14373.3,6840),(9810,6300),(9155.9,7316.88),(9205.56,244.245),(13050.5,2097.12),(13197,4294.38),(8594.43,263.376),(8262,1288.01),(6786.46,1726.66),(6858,2664),(6408,4860),(6736.11,6479.47),(3512.85,7235.5),(4688.66,7110),(4123.35,4616.92),(4140,4284),(2962.48,808.532),(1638,1656),(3960,738),(5463.64,301.039),(6182.66,288),(5796,936),(5022,2736)
时间23,(9530.6,4414.17),(6876,1350),(5598,4356),(14418,6840),(9476.8,6309.52),(9162,7146),(8872.27,249.894),(13050,2088),(13174,3961.84),(8748,252),(8262,1314),(6840,1728),(6570.43,2495.43),(6374.83,5191.68),(6732,6282),(3510,7110),(4644,7110),(4106.71,4949.84),(4123.35,4616.92),(2629.98,832.042),(1743.41,1339.77),(3627.49,761.511),(5796.76,289.247),(5849.33,288),(6002.55,1197.63),(5058,2916)
时间24,(9863.2,4436.35),(6844.4,1681.83),(5562,4608),(14084.7,6840),(9180,6318),(9150.1,7479.12),(8748,252),(13032.9,1755.1),(13151,3629.29),(8415.57,276.624),(8262,980.664),(6506.77,1719.67),(6336,2358),(6372,5220),(6405.14,6216.63),(3517.57,7443.25),(4672.27,7442.14),(4104,5004),(4106.71,4949.84),(2297.47,855.553),(1848.82,1023.54),(3294.99,785.021),(5832,288),(5832,288),(6066,1278),(4724.95,2929.88)
时间25,(10008,4446),(6840,1728),(5346,4572),(14040,6840),(9172.76,6651.26),(9144,7650),(9081.29,246.351),(13015.9,1422.2),(13128,3296.75),(8262,288),(8262,647.328),(6173.54,1711.34),(6282,2142),(6372,5553.34),(6372,6210),(3525.15,7776.5),(4700.53,7774.27),(4194,5238),(4104,5004),(2178,864),(1854,1008),(2962.48,808.532),(5498.87,299.792),(5832,621.336),(6399.34,1278),(4626,2934)
时间26,(9675.4,4423.83),(6871.6,1396.17),(5562,4608),(14373.3,6840),(9165.51,6984.51),(9155.9,7316.88),(9414.58,240.702),(12998.8,1089.3),(13105,2964.21),(8594.43,263.376),(8262,313.992),(6120,1710),(6336,2358),(6372,5886.67),(6039.01,6225.14),(3528,7902),(4716,7956),(4050,5202),(4194,5238),(2510.51,840.489),(1748.59,1324.23),(2629.98,832.042),(5165.75,311.584),(5832,738),(6408,1278),(4641.14,3266.99)
时间27,(9342.8,4401.65),(6876,1350),(5279.33,4784.67),(14418,6840),(9162,7146),(9162,7146),(9747.86,235.053),(12981.7,756.406),(13082,2631.67),(8748,252),(8262,288),(6453.23,1718.33),(6282,2142),(6372,6210),(5706.02,6240.27),(3194.66,7902),(5049.07,7942.68),(4194,5238),(4050,5202),(2843.01,816.979),(1643.18,1640.46),(2297.47,855.553),(4832.62,323.376),(5832,404.664),(6074.66,1278),(4644,3330)
时间28,(9198,4392),(6624,1332),(5274,4788),(14084.7,6840),(9495.17,7156.58),(9169.24,6812.74),(10081.2,229.404),(12978,684),(13068,2430),(8861.55,565.399),(7928.74,280.755),(6786.46,1726.66),(6156,2142),(6698.86,6275.37),(5580,6246),(2861.33,7902),(5382.14,7929.35),(4525.57,5203.7),(4194,5238),(3175.52,793.468),(1638,1656),(2178,864),(4499.49,335.168),(5832,288),(6066,1278),(4356,3348)
时间29,(9162,4662),(6704.85,1008.62),(5130,4968),(14040,6840),(9828.34,7167.15),(9176.49,6479.49),(10414.4,223.755),(12966.5,350.862),(13091,2762.54),(8975.1,878.799),(7595.49,273.511),(6840,1728),(6257.07,2459.64),(6732,6282),(5591.69,5912.87),(2527.99,7902),(5616,7920),(4716,5184),(4525.57,5203.7),(3508.02,769.958),(1743.41,1339.77),(1873.39,999.381),(4166.36,346.961),(6165.34,288),(6399.34,1278),(4104,3348)
时间30,(9198,4392),(6768,756),(5292,5058),(13855.9,6562.13),(10161.5,7177.73),(9180,6318),(10747.7,218.106),(12960,162),(13114,3095.08),(9088.65,1192.2),(7434,270),(6506.77,1719.67),(6282,2538),(7065.21,6272.74),(5603.38,5579.74),(2502,7902),(5282.93,7933.32),(4384.43,5218.3),(4716,5184),(3840.53,746.447),(1848.82,1023.54),(1854,1008),(3833.24,358.753),(6498.67,288),(6408,1278),(4356,3348)
时间31,(9162,4662),(6687.15,1079.38),(5274,5202),(13671.7,6284.27),(10296,7182),(9174.35,5984.71),(10872,216),(12971.5,495.138),(13137,3427.62),(9198,1494),(7767.26,277.245),(6173.54,1711.34),(6516,2718),(7380,6264),(5615.07,5246.61),(2168.93,7915.32),(4949.86,7946.65),(4194,5238),(4384.43,5218.3),(3960,738),(1854,1008),(1748.59,1324.23),(3798,360),(6516,288),(6074.66,1278),(4104,3348)
时间32,(9162,4995.34),(6624,1332),(4941.12,5184.48),(13487.6,6006.4),(10321.6,7514.35),(9168.7,5651.42),(11205.3,210.049),(12978,684),(13160,3760.16),(9084.45,1180.6),(8100.51,284.489),(6120,1710),(6696,2754),(7397.83,5931.14),(5616,5220),(1835.86,7928.65),(4716,7956),(4104,5004),(4194,5238),(3627.49,761.511),(2158.61,872.619),(1643.18,1640.46),(3929.31,666.384),(6642,270),(6066,1278),(4140,3132)
时间33,(9162,5256),(6876,1350),(4932,5184),(13303.5,5728.53),(10332,7650),(9163.05,5318.14),(11538.6,204.097),(12644.7,689.464),(13183,4092.71),(8970.9,867.201),(8262,288),(6237.04,2022.11),(7022.33,2821.99),(7415.66,5598.28),(5949.34,5220),(1602,7938),(5049.07,7942.68),(4194,5238),(4104,5004),(3294.99,785.021),(2178,864),(1638,1656),(3960,738),(6725.65,592.668),(6399.34,1278),(4472.92,3148.65)
时间34,(9162,4922.66),(7209.17,1360.41),(4716,5184),(13119.4,5450.67),(9998.66,7650),(9162,5256),(11871.8,198.146),(12311.4,694.928),(13206,4425.25),(8857.35,553.802),(8262,621.336),(6282,2142),(7128,2844),(7433.5,5265.42),(6282.67,5220),(1566,7650),(5382.14,7929.35),(4050,5202),(4050,5202),(2962.48,808.532),(1873.39,999.381),(1743.41,1339.77),(3828.69,431.616),(6768,756),(6408,1278),(4500,3150)
时间35,(9162,4662),(7452,1368),(4662,4878),(13050,5346),(9665.33,7650),(9494.88,5273.52),(11880,198),(11978.1,700.391),(13229,4757.79),(8748,252),(8262,954.672),(6164.96,1829.89),(6808.72,2939.78),(7434,5256),(6372,5220),(1793.98,7406.82),(5616,7920),(4104,5004),(4194,5238),(2629.98,832.042),(1854,1008),(1848.82,1023.54),(3798,360),(6684.35,433.332),(6531.8,968.505),(4167.08,3133.35)
时间36,(8828.66,4662),(7784.6,1345.83),(4716,5184),(12716.9,5333.43),(9594,7650),(9827.75,5291.04),(11880,531.336),(11880,702),(13252,5090.33),(8415.57,276.624),(8262,1288.01),(6120,1710),(6768,2952),(7100.86,5244.71),(6405.17,4888.32),(2021.96,7163.64),(5282.93,7933.32),(4050,5202),(4525.57,5203.7),(2297.47,855.553),(1748.59,1324.23),(1854,1008),(4131.13,348.208),(6642,270),(6624,738),(4140,3132)
时间37,(8495.33,4662),(8117.2,1323.65),(4662,4878),(12383.8,5320.86),(9628.9,7981.5),(9846,5292),(11880,702),(11880,368.664),(13266,5292),(8262,288),(8262,1314),(6453.23,1718.33),(6516,2934),(6767.71,5233.41),(6408,4860),(2106,7074),(4949.86,7946.65),(4104,5004),(4716,5184),(2178,864),(1643.18,1640.46),(2158.61,872.619),(4464.25,336.416),(6975.34,270),(6500.2,1047.49),(4104,3348)
时间38,(8161.99,4662),(8262,1314),(4986,4896),(12050.7,5308.29),(9630,7992),(9846,5625.34),(11896.6,1034.92),(11880,198),(13243,4959.46),(7928.74,280.755),(8262,980.664),(6786.46,1726.66),(6768,2952),(6434.57,5222.12),(6374.83,5191.68),(2437.83,7105.6),(4716,7956),(4120.65,4671.08),(4384.43,5218.3),(1873.39,999.381),(1638,1656),(2178,864),(4797.38,324.624),(7308.67,270),(6408,1278),(3852,3330)
时间39,(8082,4662),(7929.4,1336.17),(4968,4680),(11717.6,5295.72),(9963.32,7994.95),(9846,5958.67),(11913.3,1367.84),(11546.7,203.951),(13220,4626.92),(7595.49,273.511),(8262,647.328),(6840,1728),(7087.28,2856.22),(6372,5220),(6372,5220),(2484,7110),(5049.07,7942.68),(4137.29,4338.16),(4194,5238),(1854,1008),(1671.17,1987.68),(1873.39,999.381),(5130.51,312.832),(7434,270),(6531.8,968.505),(3804.86,3000.01)
时间40,(8415.34,4662),(7596.8,1358.35),(5274,4788),(11384.5,5283.15),(10296.6,7997.9),(9846,5976),(11929.9,1700.76),(11213.4,209.903),(13197,4294.38),(7434,270),(8262,313.992),(6840,2061.34),(7128,2844),(6372,5553.34),(6405.17,4888.32),(2491.57,7443.25),(5382.14,7929.35),(4140,4284),(4104,5004),(1748.59,1324.23),(1674,2016),(1854,1008),(5463.64,301.039),(7100.66,270),(6624,738),(3798,2952)
时间41,(8748.67,4662),(7452,1368),(5130,4968),(11142,5274),(10630,8000.85),(9810,6300),(11946.6,2033.68),(10880.2,215.854),(13174,3961.84),(7767.26,277.245),(8262,288),(6840,2322),(6801.67,2776.01),(6372,5886.67),(6408,4860),(2499.15,7776.5),(5616,7920),(3806.68,4281.08),(4050,5202),(1643.18,1640.46),(1727.71,2344.98),(2158.61,872.619),(5796.76,289.247),(6767.33,270),(6546.21,413.868),(3466.5,2986.9)
时间42,(9082.01,4662),(7452,1701.34),(4932,5184),(11214.9,5599.27),(10963.3,8003.8),(9846,5976),(11952,2142),(10872,216),(13151,3629.29),(8100.51,284.489),(8262,621.336),(6840,1988.66),(6696,2754),(6372,6210),(6390,4662),(2502,7902),(5282.93,7933.32),(3473.35,4278.15),(4194,5238),(1638,1656),(1781.42,2673.96),(2178,864),(5832,288),(6642,270),(6516,288),(3456,2988)
时间43,(9162,4662),(7452,1908),(5264.88,5201.52),(11287.8,5924.53),(11296.6,8006.75),(10176.3,5930.96),(11618.8,2151.26),(10944.3,541.398),(13128,3296.75),(8262,288),(8262,954.672),(6840,1728),(6858,2664),(6039.01,6225.14),(6723.34,4662),(2494.43,7568.75),(4949.86,7946.65),(3140.03,4275.23),(4050,5202),(1743.41,1339.77),(1818,2898),(2510.51,840.489),(5832,621.336),(6725.65,592.668),(6182.66,288),(3474,3186)
时间44,(8828.66,4662),(7452,1574.66),(5274,5202),(11360.7,6249.8),(11629.9,8009.7),(10242,5922),(11304,2160),(11016.6,866.797),(13105,2964.21),(7928.74,280.755),(8262,1288.01),(6506.77,1719.67),(6570.43,2495.43),(5706.02,6240.27),(7056.67,4662),(2486.85,7235.5),(4716,7956),(2806.71,4272.3),(3717.31,5222.79),(1848.82,1023.54),(2151.3,2902.57),(2843.01,816.979),(5832,738),(6768,756),(5849.33,288),(3456,2988)
时间45,(8495.33,4662),(7452,1368),(4941.12,5184.48),(11376,6318),(11664,8010),(10242,6255.34),(11376,2448),(11088.9,1192.19),(13082,2631.67),(7595.49,273.511),(8262,1314),(6173.54,1711.34),(6336,2358),(5580,6246),(7390.01,4662),(2484,7110),(4383.01,7940.86),(2473.38,4269.38),(3474,5238),(1854,1008),(2484.61,2907.13),(3175.52,793.468),(5498.66,738),(6684.35,433.332),(5832,288),(3132,2916)
时间46,(8161.99,4662),(7784.6,1345.83),(4932,5184),(11042.7,6318),(11997.3,8014.36),(10242,6318),(11304,2160),(11161.2,1517.59),(13068,2430),(7434,270),(8282.17,1646.73),(6120,1710),(6282,2142),(5593.88,6579.05),(7398,4662),(2817.34,7110),(4050.02,7925.73),(2140.06,4266.46),(3806.69,5217.21),(2158.61,872.619),(2817.91,2911.7),(3508.02,769.958),(5165.33,738),(6642,270),(5498.87,299.792),(3456,2988)
时间47,(8082,4662),(8117.2,1323.65),(5264.88,5201.52),(10709.3,6318),(12330.6,8018.71),(9908.95,6304.12),(11637.2,2150.74),(11233.6,1842.99),(13091,2762.54),(7767.26,277.245),(8298,1908),(6237.04,2022.11),(6156,2142),(5607.75,6912.09),(7731.34,4662),(3150.67,7110),(3717.02,7910.59),(2088,4266),(4050,5202),(2178,864),(3132,2916),(3840.53,746.447),(4831.99,738),(6516,288),(5165.75,311.584),(3132,2916)
时间48,(8415.34,4662),(8262,1314),(5274,5202),(10376,6318),(12663.9,8023.07),(9810,6300),(11952,2142),(11304,2160),(13114,3095.08),(8100.51,284.489),(8277.83,1575.27),(6282,2142),(6257.07,2459.64),(5616,7110),(8064.67,4662),(3484.01,7110),(3528,7902),(1754.66,4266),(3717.31,5222.79),(2510.51,840.489),(2798.7,2911.43),(3960,738),(4498.66,738),(6182.66,288),(4832.62,323.376),(3168,3186)
时间49,(8748.67,4662),(7929.4,1336.17),(4941.12,5184.48),(10242,6318),(12997.2,8027.43),(10143,6313.88),(11935.4,1809.08),(10996.6,2288.91),(13137,3427.62),(8262,288),(8262,1314),(6164.96,1829.89),(6282,2538),(5949.26,7116.94),(8082,4662),(3510,7110),(3520.43,7568.75),(1421.33,4266),(3474,5238),(2843.01,816.979),(2465.39,2906.87),(3627.49,761.511),(4165.32,738),(5849.33,288),(4499.49,335.168),(3186,3366)
时间50,(9082.01,4662),(7596.8,1358.35),(4932,5184),(9908.95,6304.12),(13330.5,8031.78),(10242,6318),(11918.7,1476.16),(10689.2,2417.82),(13160,3760.16),(8594.43,263.376),(8262,980.664),(6120,1710),(6516,2718),(6282.53,7123.89),(7748.66,4662),(3843.34,7110),(3512.85,7235.5),(1278,4266),(3577.2,5554.96),(3175.52,793.468),(2132.09,2902.3),(3294.99,785.021),(3960,738),(5832,288),(4166.36,346.961),(3126.37,3693.96)
时间51,(9162,4662),(7452,1368),(4914,5346),(9810,6300),(13663.8,8036.14),(10262.8,6650.69),(11902.1,1143.24),(10381.8,2546.73),(13183,4092.71),(8748,252),(8262,647.328),(6237.04,2022.11),(6696,2754),(6480,7128),(7415.33,4662),(4176.67,7110),(3510,7110),(950.551,4328.37),(3680.39,5871.92),(3508.02,769.958),(1818,2898),(2962.48,808.532),(4293.34,738),(6165.34,288),(3833.24,358.753),(3114,3762)
时间52,(8828.66,4662),(7118.83,1357.59),(4603.58,5467.47),(9476.8,6309.52),(13997.2,8040.5),(10283.6,6983.37),(11885.4,810.32),(10188,2628),(13206,4425.25),(8861.55,565.399),(8262,313.992),(6282,2142),(7022.33,2821.99),(6750,7146),(7398,4662),(4510.01,7110),(3176.66,7110),(900,4338),(3726,6012),(3840.53,746.447),(1881.84,3225.17),(2629.98,832.042),(4626.67,738),(6498.67,288),(3798,360),(3447.28,3756.15)
时间53,(8495.33,4662),(6876,1350),(4500,5508),(9180,6318),(14330.5,8044.86),(10296,7182),(11880,702),(10495.4,2499.09),(13229,4757.79),(8975.1,878.799),(8262,288),(6156,2142),(7128,2844),(6750,7479.34),(7064.66,4662),(4644,7110),(2843.33,7110),(848.541,4008.66),(3622.8,5695.04),(3960,738),(1945.67,3552.33),(2297.47,855.553),(4960.01,738),(6516,288),(4131.13,348.208),(3780.57,3750.31)
时间54,(8161.99,4662),(6894,1062),(4810.42,5386.53),(9174.35,5984.71),(14418,8046),(10629.3,7177.31),(11896.6,1034.92),(10802.8,2370.18),(13252,5090.33),(9088.65,1192.2),(8594.43,263.376),(6012,2214),(7432.61,2979.38),(6750,7812.67),(6731.33,4662),(4310.66,7110),(2509.99,7110),(810,3762),(3519.61,5378.08),(3627.49,761.511),(1962,3636),(2178,864),(5293.34,738),(6593.79,612.132),(4464.25,336.416),(4113.85,3744.46)
时间55,(8082,4662),(6876,1350),(4914,5346),(9168.7,5651.42),(14458.6,7715.15),(10962.6,7172.61),(11913.3,1367.84),(11110.2,2241.27),(13266,5292),(9198,1494),(8748,252),(5689.33,2297.65),(7452,2988),(6750,7956),(6397.99,4662),(3977.33,7110),(2484,7110),(861.459,4091.34),(3474,5238),(3294.99,785.021),(1632.35,3685.45),(2510.51,840.489),(5626.68,738),(6624,738),(4797.38,324.624),(4140,3744)
时间56,(8415.34,4662),(6624,1332),(4603.58,5467.47),(9163.05,5318.14),(14499.3,7384.3),(11295.9,7167.92),(11929.9,1700.76),(11304,2160),(13243,4959.46),(9198,1827.34),(8861.55,565.399),(5526,2340),(7308,2844),(6750,7622.66),(6390,4662),(3643.99,7110),(2152.17,7078.4),(900,4338),(3577.2,5554.96),(2962.48,808.532),(1302.7,3734.89),(2843.01,816.979),(5832,738),(6500.2,1047.49),(5130.51,312.832),(4473.12,3755.9)
时间57,(8748.67,4662),(6390,1404),(4500,5508),(9162,5256),(14539.9,7053.45),(11574,7164),(11946.6,2033.68),(11376,2448),(13220,4626.92),(9198,2160.67),(8975.1,878.799),(5848.67,2256.35),(7452,2988),(6750,7289.33),(6408,4860),(3510,7110),(2106,7074),(848.541,4008.66),(3680.39,5871.92),(2629.98,832.042),(1242,3744),(3175.52,793.468),(5498.66,738),(6408,1278),(5463.64,301.039),(4644,3762)
时间58,(9082.01,4662),(6624,1332),(4810.42,5386.53),(9167.65,5589.29),(14544,7020),(11905.5,7129.46),(11952,2142),(11709.2,2458.1),(13197,4294.38),(9198,2340),(9088.65,1192.2),(6012,2214),(7308,3186),(6750,7146),(6074.66,4860),(3574.34,6782.93),(1878.02,7317.18),(810,3762),(3726,6012),(2297.47,855.553),(1571.65,3694.55),(3508.02,769.958),(5165.33,738),(6074.66,1278),(5796.76,289.247),(4977.14,3773.49)
时间59,(9162,4662),(6704.85,1008.62),(4914,5346),(9173.3,5922.58),(14503.4,7350.85),(12237.1,7094.93),(11618.8,2151.26),(11970,2466),(13174,3961.84),(9180,2664),(9198,1494),(5689.33,2297.65),(7158.93,3484.14),(6480,7128),(5741.33,4860),(3638.68,6455.87),(1650.04,7560.36),(861.459,4091.34),(3622.8,5695.04),(2178,864),(1901.3,3645.11),(3840.53,746.447),(4831.99,738),(6066,1278),(5832,288),(5166,3780)
