10,1.13637,3.11845,0.0736991,1,0.623333,1,0.8
时间24,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(8118,7974)
时间25,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(7784.77,7965.67)
时间26,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(7451.54,7957.34)
时间27,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(7398,7956)
时间28,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(7731.23,7964.33)
时间29,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(8064.46,7972.66)
时间30,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(8118,7974)
时间31,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(7784.77,7965.67)
时间32,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(7451.54,7957.34)
时间33,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(7398,7956)
时间34,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(7731.23,7964.33)
时间35,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(8064.46,7972.66)
时间36,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(8118,7974)
时间37,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(7784.77,7965.67)
时间38,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(7451.54,7957.34)
时间39,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(7398,7956)
时间40,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(7731.23,7964.33)
时间41,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(8064.46,7972.66)
时间42,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(8118,7974)
时间43,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(7784.77,7965.67)
时间44,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(7451.54,7957.34)
时间45,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(7398,7956)
时间46,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(7731.23,7964.33)
时间47,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(8064.46,7972.66)
时间48,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(8118,7974)
时间49,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(7784.77,7965.67)
时间50,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(7451.54,7957.34)
时间51,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(7398,7956)
时间52,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(7731.23,7964.33)
时间53,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(8064.46,7972.66)
时间54,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(8118,7974)
时间55,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(7784.77,7965.67)
时间56,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(7451.54,7957.34)
时间57,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(7398,7956)
时间58,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(7731.23,7964.33)
时间59,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(8064.46,7972.66)
时间60,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(8118,7974)
时间61,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(7784.77,7965.67)
时间62,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(7451.54,7957.34)
时间63,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(7398,7956)
时间64,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(7731.23,7964.33)
时间65,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(8064.46,7972.66)
时间66,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(8118,7974)
时间67,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(7784.77,7965.67)
时间68,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(7451.54,7957.34)
时间69,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(7398,7956)
时间70,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(7731.23,7964.33)
时间71,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(8064.46,7972.66)
时间72,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(8118,7974)
时间73,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(7784.77,7965.67)
时间74,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(7451.54,7957.34)
时间75,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(7398,7956)
时间76,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(7731.23,7964.33)
时间77,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(8064.46,7972.66)
时间78,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(8118,7974)
时间79,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(7784.77,7965.67)
时间80,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(7451.54,7957.34)
时间81,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(7398,7956)
时间82,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(7731.23,7964.33)
时间83,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(8064.46,7972.66)
时间84,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(8118,7974)
时间85,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(7784.77,7965.67)
时间86,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(7451.54,7957.34)
时间87,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(7398,7956)
时间88,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(7731.23,7964.33)
时间89,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(8064.46,7972.66)
时间90,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(8118,7974)
时间91,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(7784.77,7965.67)
时间92,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(7451.54,7957.34)
时间93,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(7398,7956)
时间94,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(7731.23,7964.33)
时间95,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(8064.46,7972.66)
时间96,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(8118,7974)
时间97,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(7784.77,7965.67)
时间98,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(7451.54,7957.34)
时间99,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(7398,7956)
时间100,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(7731.23,7964.33)
时间101,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(8064.46,7972.66)
时间102,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(8118,7974)
时间103,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(7784.77,7965.67)
时间104,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(7451.54,7957.34)
时间105,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(7398,7956)
时间106,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(7731.23,7964.33)
时间107,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(8064.46,7972.66)
时间108,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(8118,7974)
时间109,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(7784.77,7965.67)
时间110,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(7451.54,7957.34)
时间111,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(7398,7956)
时间112,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(7731.23,7964.33)
时间113,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(8064.46,7972.66)
时间114,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(8118,7974)
时间115,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(7784.77,7965.67)
时间116,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(7451.54,7957.34)
时间117,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(7398,7956)
时间118,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(7731.23,7964.33)
时间119,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(8064.46,7972.66)
时间120,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(8118,7974)
时间121,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(7784.77,7965.67)
时间122,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(7451.54,7957.34)
时间123,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(7398,7956)
时间124,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(7731.23,7964.33)
时间125,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(8064.46,7972.66)
时间126,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(8118,7974)
时间127,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(7784.77,7965.67)
时间128,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(7451.54,7957.34)
时间129,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(7398,7956)
时间130,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(7731.23,7964.33)
时间131,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(8064.46,7972.66)
时间132,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(8118,7974)
时间133,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(7784.77,7965.67)
时间134,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(7451.54,7957.34)
时间135,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(7398,7956)
时间136,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(7731.23,7964.33)
时间137,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(8064.46,7972.66)
时间138,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(8118,7974)
时间139,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(7784.77,7965.67)
时间140,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(7451.54,7957.34)
时间141,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(7398,7956)
时间142,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(7731.23,7964.33)
时间143,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(8064.46,7972.66)
时间144,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(8118,7974)
时间145,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(7784.77,7965.67)
时间146,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(7451.54,7957.34)
时间147,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(7398,7956)
时间148,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(7731.23,7964.33)
时间149,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(8064.46,7972.66)
时间150,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(8118,7974)
时间151,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(7784.77,7965.67)
时间152,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(7451.54,7957.34)
时间153,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(7398,7956)
时间154,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(7731.23,7964.33)
时间155,(9180,4086),(6624,1332),(5886,4554),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9629.66,7160.85),(4932,3348),(8064.46,7972.66)
时间156,(8846.71,4091.29),(6876,1350),(5674.1,4811.31),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(9296.5,7150.27),(5166,3330),(8118,7974)
时间157,(8513.41,4096.58),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(9162,7146),(4932,3348),(7784.77,7965.67)
时间158,(8180.12,4101.87),(6876,1350),(5562,4608),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9495.17,7156.58),(5166,3330),(7451.54,7957.34)
时间159,(8046,4104),(6624,1332),(5634,4860),(7064.66,7956),(7722,3636),(14418,6840),(6282,2142),(9828.34,7167.15),(4932,3348),(7398,7956)
时间160,(8379.29,4098.71),(6876,1350),(5562,4608),(6750,7956),(7506,3618),(14544,7020),(6336,2358),(10161.5,7177.73),(5166,3330),(7731.23,7964.33)
时间161,(8712.59,4093.42),(6624,1332),(5634,4860),(7083.34,7956),(7722,3636),(14418,6840),(6282,2142),(10296,7182),(4932,3348),(8064.46,7972.66)
时间162,(9045.88,4088.13),(6876,1350),(5845.9,4602.69),(7398,7956),(7506,3618),(14544,7020),(6336,2358),(9962.83,7171.42),(5166,3330),(8118,7974)
