30,1.0595,1.68909,0.862507,1,0.91,0.972139,0.4
时间11,(8748.67,4662),(6894,1062),(4635.55,4686.21),(9162,7146),(10296.6,7997.9),(13712.8,6903.84),(9163.05,5318.14),(9872.14,232.947),(11088.9,1192.19),(13091,2762.54),(8928.55,2345.18),(8748,252),(6686.66,3852),(6390,4419.34),(5580,3645.34),(5750.5,7924.27),(8118,6282),(6750,7622.66),(1345.4,6655.85),(3977.33,7110),(1278,4266),(4087.94,4283.54),(908.953,3757.88),(1009.07,2064.18),(2629.98,832.042),(4068,1386),(4166.36,346.961),(4076.77,1719.22),(3473.43,3755.69),(3114,3762)
时间12,(9082.01,4662),(6768,756),(4662,4878),(9495.17,7156.58),(10630,8000.85),(13385.7,6967.67),(9162,5256),(9538.85,238.596),(11161.2,1517.59),(13114,3095.08),(9198,2340),(8415.57,276.624),(6642,3852),(6390,4662),(5580,3780),(5616,7920),(8450.92,6298.65),(6750,7289.33),(1314,6480),(3643.99,7110),(950.551,4328.37),(4140,4284),(810,3762),(676.607,2088.27),(2297.47,855.553),(4398.24,1340.67),(3833.24,358.753),(4085.54,2052.44),(3140.15,3761.54),(3447.28,3756.15)
时间13,(9162,4662),(7100.82,737.51),(4716,5184),(9828.34,7167.15),(10963.3,8003.8),(13302,6984),(9494.88,5273.52),(9205.56,244.245),(11233.6,1842.99),(13137,3427.62),(9180,2664),(8262,288),(6408,3852),(6390,4328.66),(5580,3446.66),(5606.99,7586.79),(8478,6300),(6750,7146),(1644.3,6435.14),(3510,7110),(900,4338),(4123.35,4616.92),(731.014,3438.16),(432,2106),(2178,864),(4728.48,1295.35),(3798,360),(4086,2070),(3114,3762),(3780.57,3750.31)
时间14,(9198,4392),(7416,720),(4932,5184),(10161.5,7177.73),(11296.6,8006.75),(12970.5,7018.54),(9827.75,5291.04),(8872.27,249.894),(11304,2160),(13160,3760.16),(8847.43,2686.55),(7928.74,280.755),(6390,4086),(6390,4086),(5580,3312),(5598,7254),(8460.48,6632.88),(6480,7128),(1974.61,6390.29),(3574.34,6782.93),(970.81,4663.73),(4106.71,4949.84),(652.028,3114.31),(502.28,2431.84),(1873.39,999.381),(4986,1260),(3929.31,666.384),(4077.23,1736.78),(3173.63,3434.04),(4113.85,3744.46)
时间15,(9180,4086),(7416,1053.34),(4914,5346),(10296,7182),(11629.9,8009.7),(12638.9,7053.07),(9846,5292),(8748,252),(10996.6,2288.91),(13183,4092.71),(8514.85,2709.09),(7595.49,273.511),(6678,4050),(6058.32,4052.83),(5408.5,3026.17),(5616,7110),(8460,6642),(6146.74,7121.06),(2304.91,6345.43),(3638.68,6455.87),(990,4752),(4104,5004),(630,3024),(572.56,2757.69),(1854,1008),(5030.05,1590.41),(3960,738),(4068.46,1403.56),(3186,3366),(4140,3744)
时间16,(8846.71,4091.29),(7416,1116),(4603.58,5467.47),(10275.2,6849.31),(11664,8010),(12307.4,7087.61),(9972,5256),(9081.29,246.351),(10689.2,2417.82),(13206,4425.25),(8182.28,2731.64),(7434,270),(6984,4050),(6030,4050),(5364,2952),(5602.12,6776.95),(8128.32,6608.83),(5813.47,7114.11),(2635.22,6300.58),(3703.02,6128.8),(1055.37,5078.86),(4194,5238),(961.477,2988.84),(630,3024),(1748.59,1324.23),(5058,1800),(4014.8,1066.8),(4068,1386),(3168,3186),(4473.12,3755.9)
时间17,(8513.41,4096.58),(7452,1368),(4500,5508),(10254.4,6516.63),(11997.3,8014.36),(11975.8,7122.14),(9986.8,4922.99),(9414.58,240.702),(10381.8,2546.73),(13229,4757.79),(8118,2736),(7767.26,277.245),(7314.76,4091.35),(6325.28,3895.33),(5544,2916),(5588.25,6443.91),(8100,6606),(5616,7110),(2772,6282),(3726,6012),(1080,5202),(4525.57,5203.7),(1292.95,2953.69),(708.986,3347.84),(1643.18,1640.46),(5184,1908),(4068,1386),(4398.24,1340.67),(3474,3186),(4644,3762)
时间18,(8180.12,4101.87),(7118.83,1357.59),(4810.42,5386.53),(10242,6318),(12330.6,8018.71),(11644.3,7156.68),(10001.6,4589.99),(9747.86,235.053),(10188,2628),(13252,5090.33),(8082,2628),(8100.51,284.489),(7416,4104),(6408,3852),(5876.18,2943.68),(5580,6246),(8077.83,6938.6),(5602.12,6776.95),(3007.7,6046.3),(3979.09,5795.07),(1156.35,5526.47),(4716,5184),(1624.43,2918.53),(787.972,3671.69),(1638,1656),(5508,1908),(4013.2,1057.2),(4728.48,1295.35),(3456,2988),(4977.14,3773.49)
时间19,(8046,4104),(6876,1350),(4914,5346),(9908.95,6304.12),(12663.9,8023.07),(11574,7164),(10008,4446),(10081.2,229.404),(10495.4,2499.09),(13266,5292),(7748.66,2628),(8262,288),(7452,3888),(6728,3758.67),(5976,2952),(5591.69,5912.87),(8064,7146),(5588.25,6443.91),(3096,5958),(4104,5688),(1224,5814),(4384.43,5218.3),(1818,2898),(810,3762),(1671.17,1987.68),(5184,1908),(3960,738),(4986,1260),(3132,2916),(5166,3780)
时间20,(8379.29,4098.71),(6624,1332),(4932,5184),(9810,6300),(12997.2,8027.43),(11609.3,7495.47),(9993.2,4779.01),(10414.4,223.755),(10802.8,2370.18),(13243,4959.46),(7740,2628),(8262,621.336),(7785.34,3888),(6840,3726),(5935.49,3282.86),(5603.38,5579.74),(7730.78,7137.23),(5580,6246),(3428.12,5986.47),(4407.46,5550.06),(1147.65,5489.53),(4194,5238),(1764.29,2569.02),(1143.05,3748.12),(1674,2016),(5058,1800),(4293.34,738),(5030.05,1590.41),(3168,3186),(5499.34,3780)
时间21,(8712.59,4093.42),(6390,1404),(5264.88,5201.52),(9476.8,6309.52),(13330.5,8031.78),(11644.5,7826.93),(9978.4,5112.01),(10747.7,218.106),(11110.2,2241.27),(13220,4626.92),(7812,2898),(8262,954.672),(8118.67,3888),(7110,3582),(5894.97,3613.73),(5615.07,5246.61),(7397.56,7128.46),(5912.99,6230.86),(3726,6012),(4500,5508),(1080,5202),(4050,5202),(1710.58,2240.04),(1242,3744),(1341.54,2040.09),(5013.95,1469.59),(4626.67,738),(5058,1800),(3474,3186),(5580,3780)
时间22,(9045.88,4088.13),(6624,1332),(5274,5202),(9180,6318),(13663.8,8036.14),(11664,8010),(9972,5256),(10872,216),(11304,2160),(13197,4294.38),(8118,2952),(8262,1288.01),(8316,3888),(7020,3852),(5868,3834),(5616,5220),(7380,7128),(6245.98,6215.73),(3888,6066),(4196.54,5645.94),(1413.09,5189.19),(4104,5004),(1674,2016),(1571.65,3694.55),(1009.07,2064.18),(4986,1260),(4960.01,738),(5184,1908),(3438,3330),(5246.66,3780)
时间23,(9180,4086),(6704.85,1008.62),(5058,5454),(9174.35,5984.71),(13997.2,8040.5),(11330.7,8007.05),(10305.1,5243.66),(11205.3,210.049),(11376,2448),(13174,3961.84),(8118,2736),(8262,1314),(8262,3654),(6984,4050),(5922,4050),(5949.34,5220),(7046.8,7137.52),(6372,6210),(4104,5868),(4104,5688),(1548,5184),(4194,5238),(1727.71,2344.98),(1901.3,3645.11),(676.607,2088.27),(4655.76,1305.33),(5293.34,738),(5508,1908),(3312,3348),(5166,3780)
时间24,(9512.35,4060.43),(6768,756),(5094,5634),(9168.7,5651.42),(14330.5,8044.86),(10997.4,8004.1),(10458,5238),(11538.6,204.097),(11709.2,2458.1),(13151,3629.29),(8450.57,2713.45),(8282.17,1646.73),(7942,3560.67),(6678,4050),(5868,3834),(6282.67,5220),(6750,7146),(6372,5876.66),(4399.74,5714.21),(4067.19,5356.7),(1881.21,5174.74),(4050,5202),(1781.42,2673.96),(1962,3636),(432,2106),(4325.52,1350.65),(5626.68,738),(5184,1908),(3186,3366),(5166,3446.66)
时间25,(9844.71,4034.87),(6894,1062),(5058,5454),(9163.05,5318.14),(14418,8046),(10664,8001.15),(10446.1,4904.88),(11871.8,198.146),(11970,2466),(13128,3296.75),(8783.15,2690.91),(8298,1908),(7830,3528),(6642,3852),(6174,3726),(6372,5220),(6743.06,6812.74),(6372,5543.33),(4554,5634),(4050,5202),(2196,5166),(3717.31,5222.79),(1818,2898),(1898.16,3308.83),(374.539,1777.65),(4068,1386),(5832,738),(5058,1800),(3168,3186),(5166,3330)
时间26,(9882,4032),(7225.57,1096.3),(5274,5202),(9162,5256),(14458.6,7715.15),(10330.7,7998.2),(10434.2,4571.75),(11880,198),(12303.2,2455.08),(13105,2964.21),(9115.72,2668.36),(7964.83,1897.59),(8150,3621.33),(6408,3852),(6505.83,3694.4),(6705.14,5231.29),(6736.11,6479.47),(6372,5220),(4626,5814),(4086.81,5533.3),(2160,4950),(3474,5238),(2151.3,2902.57),(1834.33,2981.67),(317.079,1449.31),(4076.77,1719.22),(5832,404.664),(5013.95,1469.59),(3132,2916),(4932,3348)
时间27,(9954,4230),(7416,1116),(5606.88,5219.52),(9494.88,5273.52),(14499.3,7384.3),(9997.39,7995.25),(10422.3,4238.63),(11880,531.336),(12636.3,2444.15),(13082,2631.67),(9180,2664),(7722,1890),(8262,3654),(6390,4086),(6552,3690),(7038.29,5242.59),(6732,6282),(6405.17,4888.32),(4534.43,6134.51),(4104,5688),(2124,4662),(3577.2,5554.96),(2484.61,2907.13),(1818,2898),(306,1386),(4085.54,2052.44),(5832,288),(4986,1260),(3132,2772),(4644,3330)
时间28,(9882,4032),(7452,1368),(5616,5220),(9827.75,5291.04),(14539.9,7053.45),(9664.06,7992.3),(10422,4230),(11880,702),(12969.5,2433.23),(13068,2430),(9198,2340),(8055.17,1900.41),(8316,3888),(6678,4050),(6840,3546),(7371.43,5253.88),(7065.21,6272.74),(6408,4860),(4518,6192),(4104,5868),(1798.85,4735.42),(3680.39,5871.92),(2817.91,2911.7),(1486.52,2933.16),(275.267,1054.08),(4086,2070),(6165.34,288),(4655.76,1305.33),(3456,2808),(4628.86,2997.01)
时间29,(9549.65,4057.57),(7452,1701.34),(5632.65,4887.08),(9846,5292),(14544,7020),(9630,7992),(10088.7,4230),(11896.6,1034.92),(13068,2430),(13091,2762.54),(9198,2006.66),(8298,1908),(7982.66,3888),(6642,3852),(7110,3582),(7434,5256),(7380,6264),(6074.66,4860),(4848.21,6237.55),(4158,6084),(1566,4788),(3726,6012),(3132,2916),(1155.05,2968.31),(244.534,722.168),(4077.23,1736.78),(6498.67,288),(4325.52,1350.65),(3456,2502),(4626,2934)
时间30,(9217.29,4083.13),(7452,1908),(5634,4860),(9846,5625.34),(14418,6840),(9595.1,7660.5),(9954,4230),(11913.3,1367.84),(13050.5,2097.12),(13114,3095.08),(9198,1673.33),(8277.83,1575.27),(7649.33,3888),(6975.34,3852),(7259.07,3283.86),(7416.17,5588.86),(7380,6597.34),(5741.33,4860),(5040,6264),(3888,6066),(1550.86,5120.99),(3622.8,5695.04),(2798.7,2911.43),(823.569,3003.47),(216,414),(4068.46,1403.56),(6516,288),(4068,1386),(3122.66,2502),(4518,2934)
时间31,(9180,4086),(7439.19,2241.09),(5845.9,4602.69),(9846,5958.67),(14084.7,6840),(9594,7650),(10287.3,4230),(11929.9,1700.76),(13050,2088),(13137,3427.62),(9198,1494),(8262,1314),(7452,3888),(7020,3852),(7308,3186),(7398.34,5921.72),(7380,6930.67),(5634,4860),(5032.91,6597.26),(4104,5868),(1548,5184),(3519.61,5378.08),(2465.39,2906.87),(630,3024),(549.298,408.975),(4068,1386),(6593.79,612.132),(4013.2,1057.2),(3114,2502),(4184.98,2919.52)
时间32,(9198,4392),(7434,2376),(5886,4554),(9846,5976),(14040,6840),(9927.34,7650),(10422,4230),(11946.6,2033.68),(12717.1,2104.37),(13160,3760.16),(9084.45,1180.6),(8262,980.664),(7119.82,3860.32),(6984,4050),(7452,2988),(7380.5,6254.58),(7380,7128),(5967.34,4860),(5025.82,6930.52),(4399.74,5714.21),(1881.21,5174.74),(3474,5238),(2132.09,2902.3),(559.72,2698.16),(882.596,403.951),(4013.2,1057.2),(6624,738),(3960,738),(3132,2772),(4104,2916)
时间33,(9530.6,4414.17),(7740,2340),(5674.1,4811.31),(9810,6300),(13855.9,6562.13),(10260.7,7650),(10433.9,4563.12),(11952,2142),(12384.1,2120.75),(13183,4092.71),(8970.9,867.201),(8262,647.328),(7020,3852),(7314.76,4091.35),(7442.2,2654.81),(7380,6264),(7430.69,7457.46),(6300.67,4860),(5022,7110),(4554,5634),(2196,5166),(3140.95,5224.12),(1818,2898),(489.44,2372.31),(1215.89,398.926),(3960,738),(6500.2,1047.49),(3828.69,431.616),(3456,2808),(4140,3132)
时间34,(9863.2,4436.35),(7726.68,2006.93),(5634,4860),(9476.8,6309.52),(13671.7,6284.27),(10332,7650),(10445.8,4896.25),(11618.8,2151.26),(12051.2,2137.12),(13206,4425.25),(8857.35,553.802),(8262,313.992),(7110,3582),(7416,4104),(7434,2376),(7713.24,6272.13),(7452,7596),(6408,4860),(4688.66,7110),(4867.92,5521.89),(2394,5184),(3042,5220),(1881.84,3225.17),(432,2106),(1549.19,393.902),(4293.34,738),(6408,1278),(3798,360),(3456,2502),(4104,3348)
时间35,(10008,4446),(7722,1890),(5562,4608),(9180,6318),(13487.6,6006.4),(10306.4,7317.65),(10457.7,5229.37),(11304,2160),(11952,2142),(13229,4757.79),(8748,252),(8262,288),(6840,3726),(7405.25,4437.16),(7102.03,2345.82),(8046.47,6280.26),(7783.41,7631.83),(6741.28,4853.94),(4644,7110),(5058,5454),(2160,4950),(3042,5508),(1945.67,3552.33),(374.539,1777.65),(1882.49,388.877),(4626.67,738),(6074.66,1278),(4131.13,348.208),(3474,2250),(3852,3330)
时间36,(9675.4,4423.83),(7452,1908),(5279.33,4784.67),(9172.76,6651.26),(13303.5,5728.53),(10296,7182),(10458,5238),(11231.7,1834.6),(12284.9,2125.63),(13252,5090.33),(8415.57,276.624),(7928.74,280.755),(6520,3819.33),(7398,4662),(6840,2322),(8118,6282),(8114.81,7667.66),(7074.56,4847.88),(4672.27,7442.14),(4744.08,5566.11),(2196,5166),(2710.65,5544.31),(1962,3636),(317.079,1449.31),(2215.79,383.852),(4960.01,738),(6066,1278),(4464.25,336.416),(3294,2250),(3804.86,3000.01)
时间37,(9342.8,4401.65),(7452,1574.66),(5274,4788),(9165.51,6984.51),(13119.4,5450.67),(10629.3,7177.31),(10790.9,5255.52),(11159.4,1509.2),(12617.9,2109.25),(13266,5292),(8262,288),(7595.49,273.511),(6408,3852),(7408.75,4328.84),(6857.52,2654.88),(8100,6606),(8118,7668),(7398,4842),(4700.53,7774.27),(4554,5634),(2394,5184),(2379.3,5580.63),(1632.35,3685.45),(306,1386),(2549.09,378.828),(5293.34,738),(5859.45,1016.37),(4797.38,324.624),(3294,2070),(3798,2952)
时间38,(9198,4392),(7452,1368),(4968,4680),(9162,7146),(13050,5346),(10962.6,7172.61),(11123.8,5273.04),(11087.1,1183.81),(12950.8,2092.88),(13243,4959.46),(8594.43,263.376),(7434,270),(6112.72,4006.67),(7416,4104),(6858,2664),(8077.83,6938.6),(8083.7,7336.43),(7426.88,5174.08),(4716,7956),(4626,5814),(2726.82,5202.49),(2047.94,5616.94),(1302.7,3734.89),(275.267,1054.08),(2882.39,373.803),(5626.68,738),(5796,936),(5130.51,312.832),(3096,2070),(4104,2916)
时间39,(9162,4662),(7784.6,1345.83),(4986,4896),(9495.17,7156.58),(12716.9,5333.43),(11295.9,7167.92),(11142,5274),(11014.8,858.407),(13050,2088),(13220,4626.92),(8748,252),(7767.26,277.245),(6030,4050),(7749.34,4104),(7074,2718),(8064,7146),(8064,7146),(7434,5256),(5049.07,7942.68),(4534.43,6134.51),(3042,5220),(1728,5652),(1242,3744),(244.534,722.168),(3215.68,368.779),(5832,738),(5832,738),(5463.64,301.039),(3109.88,2403.05),(4104,2808)
时间40,(9162,4995.34),(8117.2,1323.65),(4662,4878),(9828.34,7167.15),(12383.8,5320.86),(11574,7164),(11214.9,5599.27),(10942.4,533.009),(13032.9,1755.1),(13197,4294.38),(8861.55,565.399),(8100.51,284.489),(5994,4356),(8046,4104),(7308,2844),(8397.34,7146),(7730.78,7137.23),(7766.88,5238.48),(5382.14,7929.35),(4518,6192),(3375.05,5233.88),(1692,5832),(908.953,3757.88),(216,414),(3548.98,363.754),(5832,404.664),(5796,936),(5796.76,289.247),(3114,2502),(4104,2484)
时间41,(9162,5256),(8262,1314),(4616.45,4547.79),(10161.5,7177.73),(12050.7,5308.29),(11498,6839.43),(11287.8,5924.53),(10872,216),(13015.9,1422.2),(13174,3961.84),(8975.1,878.799),(8262,288),(5886,4554),(8067.46,4436.64),(7452,2988),(8730.67,7146),(7397.56,7128.46),(8099.75,5220.96),(5616,7920),(4198.72,6096.22),(3474,5238),(1728,5652),(810,3762),(549.298,408.975),(3798,360),(5832,288),(6002.55,1197.63),(5832,288),(3132,2772),(3770.79,2493.26)
时间42,(9162,4922.66),(7929.4,1336.17),(4590,4356),(10296,7182),(11717.6,5295.72),(11422.1,6514.87),(11360.7,6249.8),(11205.3,210.049),(12998.8,1089.3),(13151,3629.29),(9088.65,1192.2),(8262,621.336),(5994,4356),(8082,4662),(7480.47,3320.12),(9064.01,7146),(7380,7128),(8118,5220),(5282.93,7933.32),(4158,6084),(3806.69,5217.21),(2059.35,5615.69),(731.014,3438.16),(882.596,403.951),(3464.7,365.025),(6165.34,288),(6066,1278),(5498.87,299.792),(3132,2916),(3456,2502)
时间43,(9162,4662),(7596.8,1358.35),(4920.54,4312.89),(10275.2,6849.31),(11384.5,5283.15),(11376,6318),(11376,6318),(11538.6,204.097),(12981.7,756.406),(13128,3296.75),(9198,1494),(8262,954.672),(6030,4050),(8060.54,4329.36),(7506,3618),(9162,7146),(7046.8,7137.52),(8451.14,5231.49),(4949.86,7946.65),(3888,6066),(4050,5202),(2390.7,5579.37),(652.028,3114.31),(1215.89,398.926),(3131.4,370.049),(6498.67,288),(6399.34,1278),(5165.75,311.584),(3456,2988),(3122.66,2502)
时间44,(8828.66,4662),(7452,1368),(5004,4302),(10254.4,6516.63),(11142,5274),(11042.7,6318),(11042.7,6318),(11871.8,198.146),(12978,684),(13105,2964.21),(9198,1827.34),(8262,1288.01),(6361.68,4083.17),(8046,4104),(7452,3888),(8828.66,7146),(6750,7146),(8784.28,5242.98),(4716,7956),(3726,6012),(4104,5004),(2722.06,5543.06),(630,3024),(1549.19,393.902),(2798.11,375.074),(6516,288),(6408,1278),(4832.62,323.376),(3787.5,2953.1),(3114,2502)
时间45,(8495.33,4662),(7118.83,1357.59),(4986,4572),(10242,6318),(11214.9,5599.27),(10709.3,6318),(10709.3,6318),(11880,198),(12644.7,689.464),(13082,2631.67),(9198,2160.67),(8262,1314),(6390,4086),(7712.66,4104),(7416,4104),(8495.33,7146),(6750,7479.34),(9117.41,5254.46),(4383.01,7940.86),(3979.09,5795.07),(4120.65,4671.08),(3042,5508),(961.477,2988.84),(1882.49,388.877),(2464.81,380.098),(6642,270),(6531.8,968.505),(4499.49,335.168),(3798,2952),(3100.12,2168.95)
时间46,(8161.99,4662),(6876,1350),(4968,4680),(10242,5984.66),(11287.8,5924.53),(10376,6318),(10376,6318),(12213.2,186.895),(12311.4,694.928),(13068,2430),(9198,2340),(8282.17,1646.73),(6390,4419.34),(7416,4104),(7452,3888),(8161.99,7146),(6750,7812.67),(9162,5256),(4050.02,7925.73),(4104,5688),(4137.29,4338.16),(3042,5220),(1292.95,2953.69),(2215.79,383.852),(2131.51,385.123),(6725.65,592.668),(6624,738),(4166.36,346.961),(3845.14,3281.99),(3096,2070)
时间47,(8082,4662),(6894,1062),(5274,4788),(10242,5922),(11360.7,6249.8),(10242,6318),(10242,6318),(12546.3,175.79),(11978.1,700.391),(13091,2762.54),(8864.73,2346.41),(8298,1908),(6390,4662),(7085.24,4062.65),(7119.82,3860.32),(8064,7146),(6750,7956),(8828.86,5244.51),(3717.02,7910.59),(4104,5868),(4140,4284),(2709.18,5201.51),(1624.43,2918.53),(2549.09,378.828),(1798.21,390.148),(6768,756),(6546.21,413.868),(3833.24,358.753),(3852,3330),(3294,2070)
时间48,(8415.34,4662),(7225.57,1096.3),(5130,4968),(9911.72,5967.04),(11376,6318),(9908.95,6304.12),(10242,5984.66),(12879.5,164.685),(11880,702),(13114,3095.08),(8531.45,2352.82),(7964.83,1897.59),(6390,4328.66),(6984,4050),(7020,3852),(8098.3,7477.57),(6416.83,7945.42),(8495.72,5233.02),(3528,7902),(4158,6084),(4338,4248),(2394,5184),(1818,2898),(2882.39,373.803),(1464.91,395.172),(6684.35,433.332),(6516,288),(3798,360),(3518.66,3330),(3627.34,2070)
时间49,(8748.67,4662),(7416,1116),(4932,5184),(9846,5976),(11452,6642.57),(9810,6300),(10242,5922),(12960,162),(11896.6,1034.92),(13137,3427.62),(8262,2358),(7722,1890),(6390,4086),(6678,4050),(6686.66,3852),(8118,7668),(6083.66,7934.85),(8162.59,5221.54),(3520.43,7568.75),(4477.28,6179.78),(4140,4284),(2160,4950),(1764.29,2569.02),(3215.68,368.779),(1131.61,400.197),(6642,270),(6642,270),(3929.31,666.384),(3438,3330),(3960.67,2070)
时间50,(9082.01,4662),(7416,782.664),(4716,5184),(9810,6300),(11527.9,6967.13),(9476.8,6309.52),(9911.72,5967.04),(12971.5,495.138),(11913.3,1367.84),(13160,3760.16),(7928.86,2346.51),(8055.17,1900.41),(6408,3852),(6390,4086),(6642,3852),(8118,7974),(5750.5,7924.27),(8118,5220),(3512.85,7235.5),(4518,6192),(4140,3950.66),(2124,4662),(1710.58,2240.04),(3548.98,363.754),(798.317,405.221),(6975.34,270),(6975.34,270),(3960,738),(3474,3186),(4086,2070)
时间51,(9162,4662),(7416,720),(4662,4878),(9846,5976),(11574,7164),(9180,6318),(9846,5976),(12978,684),(11929.9,1700.76),(13183,4092.71),(7740,2340),(8298,1908),(6642,3852),(6058.32,4052.83),(6678,4050),(8451.29,7979.75),(5616,7920),(8096.54,4887.36),(3510,7110),(4563.33,6522.24),(4140,3744),(2093.82,4330.03),(1674,2016),(3798,360),(465.019,410.246),(7308.67,270),(7308.67,270),(4293.34,738),(3456,2988),(4122,2250)
