25,(5278,5168),(9162,4700),(7416,720),(3929,666),(2108,4487),(14001,6781),(7324,7129),(4104,2916),(7425,2961),(2327,7095)
26,(5278,5168),(9162,4939),(7429,386),(3850,482),(2108,4496),(13886,6608),(6991,7139),(4104,2808),(7347,2883),(2318,7094)
27,(5278,5168),(9162,5256),(7211,270),(3885,564),(2066,4157),(13702,6330),(6861,7142),(4104,2916),(7334,2870),(2216,7084)
28,(5278,5168),(9162,4922),(6878,270),(3894,584),(2000,3830),(13518,6052),(7194,7133),(4104,2808),(7412,2948),(2428,7104)
29,(5278,5168),(9162,4717),(6753,270),(3841,462),(1983,3744),(13334,5774),(7213,7132),(4104,2916),(7425,2961),(2106,7074)
30,(5278,5168),(9162,5050),(7086,270),(3938,686),(2049,4071),(13150,5496),(6880,7142),(4104,2808),(7347,2883),(2437,7105)
31,(5278,5168),(9162,5144),(7434,270),(3798,360),(2098,4376),(13142,5484),(6972,7139),(4104,2916),(7334,2870),(2207,7083)
32,(5278,5168),(9162,4811),(7100,270),(3929,666),(2118,4606),(13326,5762),(7305,7130),(4104,2808),(7412,2948),(2327,7095)
33,(5278,5168),(9162,4828),(6767,270),(3850,482),(2088,4266),(13510,6040),(7102,7135),(4104,2916),(7425,2961),(2318,7094)
34,(5278,5168),(9162,5162),(6864,270),(3885,564),(2022,3939),(13694,6318),(6750,7146),(4104,2808),(7347,2883),(2216,7084)
35,(5278,5168),(9162,5033),(7197,270),(3894,584),(1962,3636),(13878,6596),(7083,7136),(4104,2916),(7334,2870),(2428,7104)
36,(5278,5168),(9162,4700),(7322,270),(3841,462),(2027,3962),(14009,6793),(7324,7129),(4104,2808),(7412,2948),(2106,7074)
37,(5278,5168),(9162,4939),(6989,270),(3938,686),(2088,4266),(13825,6515),(6991,7139),(4104,2916),(7425,2961),(2437,7105)
38,(5278,5168),(9162,5256),(6642,270),(3798,360),(2118,4597),(13641,6237),(6861,7142),(4104,2808),(7347,2883),(2207,7083)
39,(5278,5168),(9162,4922),(6975,270),(3929,666),(2098,4385),(13456,5960),(7194,7133),(4104,2916),(7334,2870),(2327,7095)
40,(5278,5168),(9162,4717),(7308,270),(3850,482),(2044,4048),(13272,5682),(7213,7132),(4104,2808),(7412,2948),(2318,7094)
41,(5278,5168),(9162,5050),(7211,270),(3885,564),(1979,3721),(13088,5404),(6880,7142),(4104,2916),(7425,2961),(2216,7084)
42,(5278,5168),(9162,5144),(6878,270),(3894,584),(2005,3853),(13262,5236),(6972,7139),(4104,2808),(7347,2883),(2428,7104)
43,(5278,5168),(9162,4811),(6753,270),(3841,462),(2070,4180),(13239,4904),(7305,7130),(4104,2916),(7334,2870),(2106,7074)
44,(5278,5168),(9162,4828),(7086,270),(3938,686),(2108,4487),(13216,4571),(7102,7135),(4104,2808),(7412,2948),(2437,7105)
45,(5278,5168),(9162,5162),(7434,270),(3798,360),(2108,4496),(13193,4238),(6750,7146),(4104,2916),(7425,2961),(2207,7083)
46,(5278,5168),(9162,5033),(7100,270),(3929,666),(2066,4157),(13170,3906),(7083,7136),(4104,2808),(7347,2883),(2327,7095)
47,(5278,5168),(9162,4700),(6767,270),(3850,482),(2000,3830),(13147,3573),(7324,7129),(4104,2916),(7334,2870),(2318,7094)
48,(5278,5168),(9162,4939),(6864,270),(3885,564),(1983,3744),(13124,3241),(6991,7139),(4104,2808),(7412,2948),(2216,7084)
49,(5278,5168),(9162,5256),(7197,270),(3894,584),(2049,4071),(13101,2908),(6861,7142),(4104,2916),(7425,2961),(2428,7104)
50,(5278,5168),(9162,4922),(7322,270),(3841,462),(2098,4376),(13078,2576),(7194,7133),(4104,2808),(7347,2883),(2106,7074)
51,(5278,5168),(9162,4717),(6989,270),(3938,686),(2118,4606),(13059,2263),(7213,7132),(4104,2916),(7334,2870),(2437,7105)
52,(5278,5168),(9162,5050),(6642,270),(3798,360),(2088,4266),(12883,2096),(6880,7142),(4104,2808),(7412,2948),(2207,7083)
53,(5278,5168),(9162,5144),(6975,270),(3929,666),(2022,3939),(12550,2112),(6972,7139),(4326,2925),(7425,2961),(2327,7095)
54,(5278,5168),(9162,4811),(7308,270),(3850,482),(1962,3636),(12217,2128),(7305,7130),(4570,2934),(7347,2883),(2318,7094)
55,(5093,5412),(9162,4828),(7211,270),(3885,564),(2027,3962),(11896,2143),(7102,7135),(4573,2934),(7334,2870),(2216,7084)
56,(5072,5525),(9162,5162),(6878,270),(3987,902),(2088,4266),(11563,2152),(6750,7146),(4504,3100),(7412,2948),(2428,7104)
57,(5072,5525),(9162,5033),(6753,270),(4042,1231),(2118,4597),(11359,2158),(7083,7136),(4222,3136),(7425,2961),(2106,7074)
58,(5238,5243),(9162,4700),(7086,270),(4072,1552),(2098,4385),(11692,2149),(7324,7129),(4417,3145),(7347,2883),(2437,7105)
59,(5093,5412),(9162,4939),(7434,270),(4081,1885),(2044,4048),(11896,2143),(6991,7139),(4513,2989),(7334,2870),(2207,7083)
60,(5238,5243),(9162,5256),(7100,270),(4081,1903),(1979,3721),(11563,2152),(6861,7142),(4513,2983),(7412,2948),(2327,7095)
61,(5278,5168),(9162,4922),(6767,270),(4072,1570),(2005,3853),(11359,2158),(7194,7133),(4467,3194),(7425,2961),(2318,7094)
62,(5278,5168),(9162,4717),(6864,270),(4072,1552),(2070,4180),(11692,2149),(7213,7132),(4522,3337),(7347,2883),(2216,7084)
63,(5278,5168),(9162,5050),(7197,270),(4081,1885),(2044,4048),(11896,2143),(6880,7142),(4865,3343),(7334,2870),(2428,7104)
64,(5278,5168),(9162,5144),(7322,270),(4081,1903),(1979,3721),(11563,2152),(6972,7139),(4644,3330),(7412,2948),(2106,7074)
65,(5278,5168),(9162,4811),(6989,270),(4072,1570),(2005,3853),(11359,2158),(7305,7130),(4411,3344),(7425,2961),(2437,7105)
66,(5093,5412),(9162,4828),(6642,270),(4040,1221),(2070,4180),(11692,2149),(7102,7135),(4638,3219),(7347,2883),(2207,7083)
67,(5238,5243),(9162,5162),(6975,270),(3985,892),(2044,4048),(11896,2143),(6750,7146),(4570,2934),(7334,2870),(2327,7095)
68,(5278,5168),(9162,5033),(7308,270),(3987,902),(1979,3721),(11563,2152),(7083,7136),(4573,2934),(7412,2948),(2318,7094)
69,(5278,5168),(9162,4700),(7211,270),(4042,1231),(2005,3853),(11359,2158),(7324,7129),(4504,3100),(7425,2961),(2216,7084)
70,(5278,5168),(9162,4939),(6878,270),(4040,1221),(2070,4180),(11692,2149),(6991,7139),(4513,2989),(7347,2883),(2428,7104)
71,(5278,5168),(9162,5256),(6753,270),(3985,892),(2044,4048),(11896,2143),(6861,7142),(4513,2983),(7334,2870),(2106,7074)
72,(5278,5168),(9162,4922),(7086,270),(3987,902),(1979,3721),(11563,2152),(7194,7133),(4610,2768),(7412,2948),(2437,7105)
73,(5278,5168),(9162,4717),(7434,270),(4042,1231),(2005,3853),(11359,2158),(7213,7132),(4594,2557),(7425,2961),(2207,7083)
74,(5278,5168),(9162,5050),(7100,270),(4040,1221),(2070,4180),(11692,2149),(6880,7142),(4623,2901),(7347,2883),(2327,7095)
75,(5278,5168),(9162,5144),(6767,270),(3985,892),(2044,4048),(12007,2139),(6972,7139),(4504,3100),(7334,2870),(2318,7094)
76,(5278,5168),(9162,4811),(6864,270),(3987,902),(1979,3721),(12340,2122),(7305,7130),(4573,2934),(7412,2948),(2216,7084)
77,(5093,5412),(9162,4828),(7197,270),(4042,1231),(2005,3853),(12673,2106),(7657,7135),(4570,2934),(7425,2961),(2428,7104)
78,(5072,5525),(9162,5162),(7322,270),(4040,1221),(2070,4180),(13006,2090),(7990,7144),(4513,2989),(7347,2883),(2106,7074)
79,(5072,5525),(9162,5033),(6989,270),(3985,892),(2108,4487),(12772,2101),(7786,7138),(4513,2983),(7334,2870),(2437,7105)
80,(5238,5243),(9162,4700),(6642,270),(3987,902),(2108,4496),(12439,2118),(7453,7129),(4573,2934),(7412,2948),(2207,7083)
81,(5093,5412),(9162,4939),(6975,270),(4042,1231),(2066,4157),(12106,2134),(7657,7135),(4570,2934),(7425,2961),(2327,7095)
82,(5238,5243),(9162,5256),(7308,270),(4040,1221),(2000,3830),(11785,2146),(7990,7144),(4573,2934),(7347,2883),(2318,7094)
83,(5093,5412),(9162,4922),(7211,270),(3985,892),(1983,3744),(11452,2155),(7786,7138),(4570,2934),(7334,2870),(2216,7084)
84,(5238,5243),(9162,4717),(6878,270),(3987,902),(2049,4071),(11470,2155),(7453,7129),(4573,2934),(7412,2948),(2428,7104)
85,(5093,5412),(9162,5050),(6753,270),(4042,1231),(2066,4157),(11803,2146),(7102,7135),(4504,3100),(7425,2961),(2106,7074)
86,(5238,5243),(9162,5144),(7086,270),(4040,1221),(2000,3830),(11785,2146),(6750,7146),(4222,3136),(7347,2883),(2437,7105)
87,(5278,5168),(9162,4811),(7434,270),(3985,892),(1983,3744),(11452,2155),(7083,7136),(4113,3293),(7334,2870),(2207,7083)
88,(5278,5168),(9162,4828),(7100,270),(3987,902),(2049,4071),(11470,2155),(7324,7129),(4112,3296),(7412,2948),(2327,7095)
89,(5278,5168),(9162,5162),(6767,270),(4042,1231),(2066,4157),(11803,2146),(6991,7139),(4356,3348),(7425,2961),(2318,7094)
90,(5278,5168),(9162,5033),(6864,270),(4040,1221),(2000,3830),(12118,2133),(6861,7142),(4113,3293),(7347,2883),(2216,7084)
91,(5278,5168),(9162,4700),(7197,270),(3985,892),(1983,3744),(12451,2117),(7194,7133),(4112,3296),(7334,2870),(2428,7104)
92,(5278,5168),(9162,4939),(7429,381),(3987,902),(2049,4071),(12784,2101),(7213,7132),(4195,3134),(7412,2948),(2106,7074)
93,(5278,5168),(9162,5256),(7416,720),(4042,1231),(2066,4157),(12994,2090),(6880,7142),(4444,3147),(7425,2961),(2437,7105)
94,(5278,5168),(9162,4922),(7429,386),(4040,1221),(2000,3830),(12661,2107),(6972,7139),(4195,3134),(7347,2883),(2207,7083)
95,(5278,5168),(9162,4717),(7211,270),(3985,892),(1983,3744),(12328,2123),(7305,7130),(4444,3147),(7334,2870),(2327,7095)
96,(5278,5168),(9162,5050),(6878,270),(3894,584),(2049,4071),(11995,2139),(7102,7135),(4195,3134),(7412,2948),(2318,7094)
97,(5278,5168),(9162,5144),(6753,270),(3841,462),(2066,4157),(11674,2149),(6750,7146),(4444,3147),(7425,2961),(2216,7084)
98,(5278,5168),(9162,4811),(7086,270),(3969,792),(2000,3830),(11341,2158),(7083,7136),(4195,3134),(7347,2883),(2428,7104)
99,(5278,5168),(9162,4828),(7434,270),(4023,1121),(1983,3744),(11581,2152),(7324,7129),(4504,3094),(7334,2870),(2106,7074)
100,(5278,5168),(9162,5162),(7420,603),(4058,1331),(2049,4071),(11914,2143),(6991,7139),(4504,3100),(7412,2948),(2437,7105)
101,(5278,5168),(9162,5033),(7424,497),(4004,1002),(2066,4157),(11674,2149),(6861,7142),(4513,2989),(7425,2961),(2207,7083)
102,(5278,5168),(9162,4700),(7322,270),(3938,686),(2000,3830),(11341,2158),(7194,7133),(4333,3141),(7347,2883),(2327,7095)
103,(5278,5168),(9162,4939),(6989,270),(3798,360),(1983,3744),(11581,2152),(7213,7132),(4306,3140),(7334,2870),(2318,7094)
104,(5278,5168),(9162,5256),(6642,270),(3929,666),(2049,4071),(11914,2143),(6880,7142),(4333,3141),(7412,2948),(2216,7084)
105,(5278,5168),(9162,4922),(6975,270),(4005,1011),(2066,4157),(12229,2128),(6972,7139),(4112,3296),(7425,2961),(2428,7104)
106,(5278,5168),(9162,4717),(7308,270),(4060,1340),(2000,3830),(12562,2111),(7305,7130),(4356,3348),(7347,2883),(2106,7074)
107,(5093,5412),(9162,5050),(7211,270),(4022,1112),(1983,3744),(12895,2095),(7657,7135),(4588,3333),(7334,2870),(2437,7105)
108,(5072,5525),(9162,5144),(6878,270),(3967,783),(2049,4071),(12883,2096),(7990,7144),(4466,3341),(7412,2948),(2207,7083)
109,(5072,5525),(9162,4811),(6753,270),(4005,1011),(2066,4157),(12550,2112),(8092,7422),(4477,3340),(7425,2961),(2327,7095)
110,(5149,5730),(9162,4828),(7086,270),(4060,1340),(2000,3830),(12217,2128),(8007,7656),(4577,3334),(7347,2883),(2318,7094)
111,(5155,5741),(9162,5162),(7434,270),(4022,1112),(1983,3744),(11896,2143),(7676,7620),(4356,3348),(7334,2870),(2172,6985)
112,(5068,5508),(9162,5033),(7420,603),(3967,783),(2049,4071),(11563,2152),(7562,7607),(4641,3274),(7419,3032),(2103,6882)
113,(5068,5508),(9162,4700),(7416,942),(3850,482),(2066,4157),(11359,2158),(7893,7643),(4626,2934),(7233,3335),(1773,6930)
114,(5068,5508),(9162,4939),(7250,1098),(3885,564),(2000,3830),(11692,2149),(8007,7656),(4518,2934),(7134,3532),(1443,6978)
115,(5068,5508),(9162,5256),(6894,1062),(3894,584),(1983,3744),(11896,2143),(7676,7620),(4626,2934),(7283,3234),(1678,6943)
116,(5068,5508),(9162,4922),(6879,1294),(3841,462),(2049,4071),(11563,2152),(7562,7607),(4518,2934),(7183,3434),(2008,6895)
117,(5068,5508),(9162,4717),(6887,1172),(3938,686),(2098,4376),(11359,2158),(7893,7643),(4406,2929),(7184,3432),(2304,6816)
118,(5204,5826),(9162,5050),(6886,1183),(3798,360),(2130,4717),(11692,2149),(8106,7557),(4159,2918),(7283,3235),(2524,6565)
119,(5094,5634),(9162,5144),(7115,1084),(3929,666),(2178,5059),(12007,2139),(8072,7225),(4518,2934),(7134,3533),(2743,6314)
120,(5210,5837),(9162,4811),(7360,1110),(3850,482),(2160,4950),(12340,2122),(8092,7422),(4184,2919),(7234,3333),(2589,6491)
121,(5149,5730),(9162,4828),(7029,1075),(3885,564),(2177,5056),(12673,2106),(8106,7557),(4195,3134),(7233,3335),(2369,6741)
122,(5155,5741),(9162,5162),(6880,1283),(3894,584),(2132,4729),(13006,2090),(8072,7225),(4504,3094),(7092,3634),(2103,6882)
123,(5204,5826),(9162,5033),(6624,1332),(3841,462),(2098,4385),(12772,2101),(8341,7146),(4351,2926),(7130,3861),(1773,6930)
124,(5094,5634),(9162,4700),(6820,1346),(3938,686),(2044,4048),(12439,2118),(8675,7146),(4215,2920),(7452,3888),(1443,6978)
125,(5210,5837),(9198,4392),(6734,1339),(3798,360),(1979,3721),(12106,2134),(9008,7146),(4513,2989),(7495,3672),(1678,6943)
126,(5072,5525),(9180,4086),(6709,1338),(3929,666),(2005,3853),(12118,2133),(8995,7146),(4513,2983),(7433,3997),(2008,6895)
127,(5149,5730),(9198,4392),(6845,1347),(3850,482),(2070,4180),(12451,2117),(8662,7146),(4573,2934),(7452,3888),(2304,6816)
128,(5155,5741),(9180,4086),(7153,1358),(3885,564),(2108,4487),(12784,2101),(8328,7146),(4570,2934),(7434,3994),(2524,6565)
129,(5204,5826),(9198,4392),(7396,1366),(3894,584),(2108,4496),(12994,2090),(8119,7146),(4573,2934),(7416,4104),(2743,6314)
130,(5094,5634),(9180,4086),(7063,1355),(3841,462),(2098,4376),(12661,2107),(8452,7146),(4570,2934),(7433,3997),(2589,6491)
131,(5210,5837),(9198,4392),(6709,1338),(3938,686),(2118,4606),(12328,2123),(8786,7146),(4513,2989),(7452,3888),(2369,6741)
132,(5149,5730),(9180,4086),(6845,1347),(3798,360),(2088,4266),(11995,2139),(9119,7146),(4513,2983),(7495,3672),(2377,6732)
133,(5155,5741),(9198,4392),(6894,1062),(3929,666),(2118,4597),(12229,2128),(8884,7146),(4573,2934),(7433,3997),(2597,6481)
134,(5204,5826),(9180,4086),(7225,1096),(3850,482),(2098,4385),(12562,2111),(8550,7146),(4570,2934),(7452,3888),(2735,6323)
135,(5094,5634),(9198,4392),(7439,1280),(3885,564),(2108,4487),(12895,2095),(8217,7146),(4573,2934),(7495,3672),(2515,6574)
136,(5210,5837),(9180,4086),(7420,1148),(3894,584),(2108,4496),(12883,2096),(8230,7146),(4570,2934),(7473,3779),(2296,6825)
137,(5072,5525),(9198,4392),(7139,1087),(3841,462),(2066,4157),(12550,2112),(8564,7146),(4573,2934),(7473,3781),(1993,6898)
138,(5072,5525),(9180,4086),(6887,1172),(3938,686),(2000,3830),(12217,2128),(8897,7146),(4570,2934),(7495,3670),(1663,6946)
139,(5072,5525),(9198,4392),(6886,1183),(3798,360),(1983,3744),(12007,2139),(9106,7146),(4573,2934),(7452,3888),(1458,6975)
140,(5072,5525),(9180,4086),(6880,1283),(3929,666),(2049,4071),(12340,2122),(8773,7146),(4570,2934),(7495,3672),(1788,6927)
141,(5072,5525),(9198,4392),(6894,1062),(3850,482),(2066,4157),(12673,2106),(8439,7146),(4573,2934),(7473,3779),(2118,6879)
142,(5072,5525),(9180,4086),(6820,1346),(3885,564),(2000,3830),(13006,2090),(8106,7146),(4570,2934),(7473,3781),(2103,6882)
143,(5072,5525),(9198,4392),(6734,1339),(3894,584),(1983,3744),(12772,2101),(8341,7146),(4573,2934),(7495,3670),(1773,6930)
144,(5072,5525),(9180,4086),(6709,1338),(3841,462),(2049,4071),(12439,2118),(8675,7146),(4570,2934),(7452,3888),(1443,6978)
145,(5072,5525),(9198,4392),(6845,1347),(3938,686),(2066,4157),(12106,2134),(9008,7146),(4573,2934),(7495,3672),(1678,6943)
146,(5072,5525),(9180,4086),(6894,1062),(3798,360),(2000,3830),(12118,2133),(8995,7146),(4570,2934),(7433,3997),(2008,6895)
147,(5149,5730),(9198,4392),(6820,1346),(3929,666),(1983,3744),(12451,2117),(8662,7146),(4513,2989),(7452,3888),(2213,6866)
148,(5155,5741),(9180,4086),(6734,1339),(3850,482),(2049,4071),(12784,2101),(8328,7146),(4513,2983),(7434,3994),(1883,6914)
149,(5068,5508),(9198,4392),(6709,1338),(3885,564),(2066,4157),(12994,2090),(8119,7146),(4444,3147),(7495,3670),(1553,6962)
150,(5204,5826),(9180,4086),(6845,1347),(3894,584),(2000,3830),(12661,2107),(8452,7146),(4195,3134),(7452,3888),(1568,6959)
151,(5094,5634),(9198,4392),(6624,1332),(3841,462),(1983,3744),(12328,2123),(8786,7146),(4444,3147),(7495,3672),(1898,6911)
152,(5210,5837),(9180,4086),(6820,1346),(3938,686),(2049,4071),(11995,2139),(9119,7146),(4195,3134),(7433,3997),(2228,6863)
153,(5149,5730),(9198,4392),(6734,1339),(3798,360),(2098,4376),(12229,2128),(8884,7146),(4444,3147),(7195,4076),(2450,6648)
154,(5155,5741),(9180,4086),(6709,1338),(3929,666),(2130,4717),(12562,2111),(8550,7146),(4195,3134),(7003,3940),(2670,6398)
155,(5204,5826),(9198,4392),(6845,1347),(3850,482),(2178,5059),(12895,2095),(8217,7146),(4444,3147),(6984,4050),(2662,6407)
156,(5094,5634),(9180,4086),(6624,1332),(3885,564),(2160,4950),(12883,2096),(8230,7146),(4195,3134),(7000,3961),(2442,6658)
157,(5210,5837),(9198,4392),(6820,1346),(3894,584),(2177,5056),(12550,2112),(8564,7146),(4444,3147),(7020,3852),(2234,6902)
158,(5149,5730),(9180,4086),(6734,1339),(3841,462),(2196,5166),(12217,2128),(8897,7146),(4195,3134),(7094,4063),(2216,7084)
159,(5155,5741),(9198,4392),(6709,1338),(3938,686),(2146,4839),(12007,2139),(9106,7146),(4444,3147),(7416,4104),(2428,7104)
160,(5204,5826),(9180,4086),(6845,1347),(3798,360),(2144,4827),(12340,2122),(8773,7146),(4195,3134),(7433,3997),(2106,7074)
161,(5094,5634),(9198,4392),(6624,1332),(3929,666),(2132,4729),(12673,2106),(8439,7146),(4504,3094),(7452,3888),(2234,6902)
162,(5210,5837),(9180,4086),(6931,1351),(3850,482),(2160,4950),(13006,2090),(8106,7146),(4351,2926),(7434,3994),(2172,6985)
163,(5149,5730),(9198,4392),(7264,1362),(3885,564),(2130,4717),(12772,2101),(8341,7146),(4215,2920),(7416,4104),(2168,6991)
164,(5155,5741),(9180,4086),(7428,1203),(3894,584),(2146,4839),(12439,2118),(8675,7146),(4462,2931),(7473,3779),(2239,6896)
165,(5204,5826),(9198,4392),(7447,1335),(3841,462),(2144,4827),(12106,2134),(9008,7146),(4104,2916),(7473,3781),(2106,7074)
166,(5094,5634),(9180,4086),(7416,1116),(3938,686),(2132,4729),(12118,2133),(8995,7146),(4437,2930),(7495,3670),(2234,6902)
167,(5210,5837),(9198,4392),(7416,782),(3798,360),(2098,4385),(12451,2117),(8662,7146),(4573,2934),(7452,3888),(2216,7084)
168,(5072,5525),(9180,4086),(7416,997),(3929,666),(2108,4487),(12784,2101),(8328,7146),(4570,2934),(7495,3672),(2428,7104)
169,(5072,5525),(9198,4392),(7416,893),(3850,482),(2108,4496),(12994,2090),(8119,7146),(4573,2934),(7473,3779),(2106,7074)
170,(5072,5525),(9180,4086),(7416,886),(3885,564),(2098,4376),(12661,2107),(8452,7146),(4570,2934),(7473,3781),(2437,7105)
171,(5072,5525),(9198,4392),(7305,1104),(3894,584),(2118,4606),(12328,2123),(8786,7146),(4573,2934),(7495,3670),(2207,7083)
172,(5072,5525),(9180,4086),(6973,1070),(3841,462),(2088,4266),(11995,2139),(9119,7146),(4570,2934),(7452,3888),(2239,6896)
173,(5072,5525),(9198,4392),(7170,1090),(3969,792),(2118,4597),(12229,2128),(8884,7146),(4573,2934),(7495,3672),(2106,7074)
174,(5072,5525),(9180,4086),(7431,1225),(4023,1121),(2098,4385),(12562,2111),(8550,7146),(4570,2934),(7473,3779),(2437,7105)
175,(5072,5525),(9198,4392),(7428,1203),(4058,1331),(2108,4487),(12895,2095),(8217,7146),(4573,2934),(7473,3781),(2207,7083)
176,(5072,5525),(9180,4086),(7194,1093),(4004,1002),(2108,4496),(12883,2096),(8230,7146),(4504,3100),(7495,3670),(2239,6896)
177,(5149,5730),(9198,4392),(6872,1010),(3969,792),(2066,4157),(12550,2112),(8564,7146),(4411,3344),(7452,3888),(2106,7074)
178,(5155,5741),(9180,4086),(6789,807),(4023,1121),(2000,3830),(12217,2128),(8897,7146),(4533,3336),(7495,3672),(2437,7105)
179,(5204,5826),(9198,4392),(6872,1010),(4058,1331),(1983,3744),(12007,2139),(9106,7146),(4522,3337),(7473,3779),(2207,7083)
180,(5094,5634),(9180,4086),(6823,752),(4004,1002),(2049,4071),(12340,2122),(8773,7146),(4422,3343),(7473,3781),(2239,6896)
181,(5210,5837),(9198,4392),(7156,734),(3969,792),(2066,4157),(12673,2106),(8439,7146),(4644,3330),(7495,3670),(2106,7074)
182,(5149,5730),(9180,4086),(7360,723),(4023,1121),(2000,3830),(13006,2090),(8106,7146),(4411,3344),(7452,3888),(2437,7105)
183,(5155,5741),(9198,4392),(7027,741),(4058,1331),(1983,3744),(12772,2101),(8341,7146),(4533,3336),(7495,3672),(2207,7083)
184,(5204,5826),(9180,4086),(6789,807),(4004,1002),(2049,4071),(12439,2118),(8675,7146),(4522,3337),(7473,3779),(2239,6896)
185,(5094,5634),(9198,4392),(6949,1067),(3969,792),(2066,4157),(12106,2134),(9008,7146),(4422,3343),(7473,3781),(2106,7074)
186,(5210,5837),(9180,4086),(7280,1102),(4023,1121),(2000,3830),(12118,2133),(8995,7146),(4644,3330),(7495,3670),(2437,7105)
187,(5149,5730),(9198,4392),(7194,1093),(4058,1331),(1983,3744),(12451,2117),(8662,7146),(4411,3344),(7452,3888),(2207,7083)
188,(5155,5741),(9180,4086),(6949,1067),(4004,1002),(2049,4071),(12784,2101),(8328,7146),(4533,3336),(7495,3672),(2239,6896)
189,(5204,5826),(9198,4392),(7280,1102),(3969,792),(2066,4157),(12994,2090),(8119,7146),(4454,3213),(7473,3779),(2106,7074)
190,(5094,5634),(9180,4086),(7194,1093),(4023,1121),(2000,3830),(12661,2107),(8452,7146),(4411,3344),(7473,3781),(2437,7105)
191,(5210,5837),(9198,4392),(6872,1010),(4058,1331),(1983,3744),(12328,2123),(8786,7146),(4533,3336),(7495,3670),(2207,7083)
192,(5149,5730),(9180,4086),(6823,752),(4004,1002),(2049,4071),(11995,2139),(9119,7146),(4454,3213),(7452,3888),(2327,7095)
193,(5155,5741),(9198,4392),(7156,734),(3969,792),(2066,4157),(12229,2128),(8884,7146),(4388,3303),(7495,3672),(2318,7094)
194,(5204,5826),(9180,4086),(7360,723),(4023,1121),(2000,3830),(12562,2111),(8550,7146),(4401,3284),(7473,3779),(2172,6985)
