FORWARD_TEXT_FORMAT_1.0
STDEP =   155.7250
ENDEP =   965.4750
RLEV  =     0.1250
CURVENAME =  RML, RMN, CAL, R4.0, SP1, RILD, RILM, RLL8, SP, DEVi, AZIm, DEN, CNL, GR, AC, CNL%, R4.0%, DEN%, RILD%, RILM%, RLL8%, CAL%, RML%, RMN%, GR%, AC%, SP%, PORW, PORT, PORR, PORF, PERM, SW, SH, SXO, POR, SPC, RT, PW, POW, PO, YO, YOW, YW, CARB, CENG, FO, FOW, FW, CID, CIM, CIL8, THK, PORD, PORC, PP
END
#DEPTH           RML        RMN        CAL       R4.0        SP1       RILD       RILM       RLL8         SP       DEVi       AZIm        DEN        CNL         GR         AC       CNL%      R4.0%       DEN%      RILD%      RILM%      RLL8%       CAL%       RML%       RMN%        GR%        AC%        SP%       PORW       PORT       PORR       PORF       PERM         SW         SH        SXO        POR        SPC         RT         PW        POW         PO         YO        YOW         YW       CARB       CENG         FO        FOW         FW        CID        CIM       CIL8        THK       PORD       PORC         PP
 156.9750   -9999.000  -9999.000  -9999.000   -999.250    207.049   -999.250   -999.250   -999.250    263.658  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 157.1000   -9999.000  -9999.000  -9999.000   -999.250    207.550   -999.250   -999.250   -999.250    264.144  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 157.2250   -9999.000  -9999.000  -9999.000   -999.250    207.951   -999.250   -999.250   -999.250    264.428  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 157.3500   -9999.000  -9999.000  -9999.000   -999.250    208.478   -999.250   -999.250   -999.250    264.506  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 157.4750   -9999.000  -9999.000  -9999.000   -999.250    208.678   -999.250   -999.250   -999.250    264.209  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 157.6000   -9999.000  -9999.000  -9999.000   -999.250    208.804   -999.250   -999.250   -999.250    263.933  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 157.7250   -9999.000  -9999.000  -9999.000  -9999.000    208.703   -999.250   -999.250   -999.250    263.589  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000   -999.250  -9999.000   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 157.8500   -9999.000  -9999.000  -9999.000  -9999.000    208.327   -999.250   -999.250   -999.250    263.239  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 157.9750   -9999.000  -9999.000  -9999.000  -9999.000    207.926   -999.250   -999.250   -999.250    262.721  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 158.1000   -9999.000  -9999.000  -9999.000  -9999.000    207.425   -999.250   -999.250   -999.250    262.491  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 158.2250   -9999.000  -9999.000  -9999.000  -9999.000    206.923  -9999.000  -9999.000  -9999.000    262.179  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 158.3500   -9999.000  -9999.000  -9999.000  -9999.000    206.071  -9999.000  -9999.000  -9999.000    262.051  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 158.4750   -9999.000  -9999.000  -9999.000  -9999.000    205.670  -9999.000  -9999.000  -9999.000    261.833  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 158.6000   -9999.000  -9999.000  -9999.000  -9999.000    205.294  -9999.000  -9999.000  -9999.000    261.707  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 158.7250   -9999.000  -9999.000  -9999.000  -9999.000    204.893  -9999.000  -9999.000  -9999.000    261.581  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 158.8500   -9999.000  -9999.000  -9999.000  -9999.000    204.517  -9999.000  -9999.000  -9999.000    261.530  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 158.9750   -9999.000  -9999.000  -9999.000  -9999.000    204.416  -9999.000  -9999.000  -9999.000    261.560      1.292    160.534   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000    319.853  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 159.1000   -9999.000  -9999.000  -9999.000  -9999.000    204.416  -9999.000  -9999.000  -9999.000    261.734      1.292    160.534  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000    319.853  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 159.2250   -9999.000  -9999.000  -9999.000  -9999.000    204.517  -9999.000  -9999.000  -9999.000    261.983      1.292    160.534  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000    319.853  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 159.3500   -9999.000  -9999.000  -9999.000  -9999.000    204.868  -9999.000  -9999.000  -9999.000    262.333      1.291    163.053  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000    319.445  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 159.4750   -9999.000  -9999.000  -9999.000  -9999.000    205.168  -9999.000  -9999.000  -9999.000    263.066      1.290    164.985  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000    318.944  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 159.6000   -9999.000  -9999.000  -9999.000  -9999.000    205.795  -9999.000  -9999.000  -9999.000    263.546      1.289    168.462  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000    317.922  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 159.7250   -9999.000  -9999.000  -9999.000  -9999.000    206.397  -9999.000  -9999.000  -9999.000    264.140      1.289    170.505  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000    317.346  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 159.8500   -9999.000  -9999.000  -9999.000  -9999.000    207.450  -9999.000  -9999.000  -9999.000    264.519      1.288    173.130  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000    316.594  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 159.9750   -9999.000  -9999.000  -9999.000  -9999.000    208.052  -9999.000  -9999.000  -9999.000    264.951      1.288    175.361  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000    316.193  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 160.1000   -9999.000  -9999.000  -9999.000  -9999.000    208.804  -9999.000  -9999.000  -9999.000    265.056      1.288    179.228  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000    315.710  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 160.2250   -9999.000  -9999.000  -9999.000  -9999.000    209.305  -9999.000  -9999.000  -9999.000    264.996      1.288    181.361  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000    315.559  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 160.3500   -9999.000  -9999.000  -9999.000  -9999.000    209.832  -9999.000  -9999.000  -9999.000    264.798      1.288    183.921  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000    315.591  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 160.4750   -9999.000  -9999.000  -9999.000  -9999.000    209.932  -9999.000  -9999.000  -9999.000    264.240      1.289    185.887  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000    315.741  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
