FORWARD_TEXT_FORMAT_1.0
STDEP =   174.1500
ENDEP =   863.4000
RLEV  =     0.1250
CURVENAME =  CNL, R4.0, RML, RMN, CAL, DEVI, AZIM, SP, GR, AC, SP1, RLL8, RILD, RILM, DEN, RILD%, RILM%, RLL8%, SP1%, RML%, RMN%, CAL%, DEN%, R4.0%, GR%, AC%, CNL%, SP%, PORW, PORT, PORR, PORF, PERM, SW, SH, SXO, POR, SPC, RT, PW, POW, PO, YO, YOW, YW, CARB, CENG, FO, FOW, FW, CID, CIM, CIL8, THK, PORD, PORC, PP
END
#DEPTH           CNL       R4.0        RML        RMN        CAL       DEVI       AZIM         SP         GR         AC        SP1       RLL8       RILD       RILM        DEN      RILD%      RILM%      RLL8%       SP1%       RML%       RMN%       CAL%       DEN%      R4.0%        GR%        AC%       CNL%        SP%       PORW       PORT       PORR       PORF       PERM         SW         SH        SXO        POR        SPC         RT         PW        POW         PO         YO        YOW         YW       CARB       CENG         FO        FOW         FW        CID        CIM       CIL8        THK       PORD       PORC         PP
 175.4000   -9999.000   -999.250   -784.177   -783.328  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 175.5250   -9999.000   -999.250   -784.177   -783.328  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 175.6500   -9999.000   -999.250      0.585      1.398  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000      0.564      1.485  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 175.7750   -9999.000   -999.250      0.644      1.257  -9999.000   -999.250   -999.250 -10261.040  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000      0.564      1.485  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 175.9000   -9999.000   -999.250      0.642      1.245  -9999.000   -999.250   -999.250 -10261.040  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000      0.586      1.392  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 176.0250   -9999.000   -999.250      0.629      1.232  -9999.000   -999.250   -999.250     89.784  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000      0.647      1.249  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 176.1500   -9999.000   -999.250      0.661      1.225  -9999.000   -999.250   -999.250     89.784  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000      0.642      1.244  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 176.2750   -9999.000   -999.250      0.754      1.131  -9999.000   -999.250   -999.250     89.784  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000      0.628      1.232  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 176.4000   -9999.000   -999.250      0.737      1.061  -9999.000   -999.250   -999.250     89.784  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000      0.661      1.225  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 176.5250   -9999.000   -999.250      0.781      0.972  -9999.000   -999.250   -999.250     89.784  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000      0.755      1.131  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 176.6500   -9999.000   -999.250      0.782      0.957  -9999.000   -999.250   -999.250     89.784  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000      0.737      1.062  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 176.7750   -9999.000   -999.250      0.843      0.856  -9999.000   -999.250   -999.250     89.784  -2458.878  -2259.391  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000      0.781      0.972  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 176.9000   -9999.000   -999.250      0.813      0.923  -9999.000   -999.250   -999.250     89.784  -2458.878  -2259.391  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000      0.780      0.959  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 177.0250   -9999.000   -999.250      0.849      0.930  -9999.000   -999.250   -999.250     89.784     43.091    311.174  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000      0.844      0.854  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 177.1500   -9999.000   -999.250      0.846      0.877  -9999.000   -999.250   -999.250     89.784     42.155    309.134  -9999.000  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000      0.813      0.923  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 177.2750   -9999.000   -999.250      0.835      0.889  -9999.000   -999.250   -999.250     89.784     41.246    303.305  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.849      0.930  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 177.4000   -9999.000   -999.250      0.744      1.003  -9999.000   -999.250   -999.250     89.784     41.192    290.108  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.846      0.877  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 177.5250   -9999.000   -999.250      0.748      1.064  -9999.000   -999.250   -999.250     89.784     39.897    283.477  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.836      0.889  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 177.6500   -9999.000   -999.250      0.711      1.022  -9999.000   -999.250   -999.250     89.784     39.624    276.846  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.744      1.003  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 177.7750   -9999.000   -999.250      0.733      1.175  -9999.000   -999.250   -999.250     89.784     39.673    270.715  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.748      1.064  -9999.000  -9999.000   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 177.9000   -9999.000   -999.250      0.716      1.094  -9999.000   -999.250   -999.250     89.784     40.060    262.826  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.711      1.021  -9999.000  -9999.000   -999.250     44.709    310.433  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 178.0250   -9999.000   -999.250      0.695      1.015  -9999.000   -999.250   -999.250     89.784     41.387    263.477  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.733      1.176  -9999.000  -9999.000   -999.250     44.709    310.433  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 178.1500   -9999.000   -999.250      0.675      0.983  -9999.000   -999.250   -999.250     89.784     41.450    266.976  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.716      1.095  -9999.000  -9999.000   -999.250     43.091    311.174  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 178.2750   -9999.000   -999.250      0.711      1.086  -9999.000   -999.250   -999.250     89.784     40.217    271.376  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.695      1.016  -9999.000  -9999.000   -999.250     42.156    309.139  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 178.4000   -9999.000   -999.250      0.729      1.033  -9999.000   -999.250   -999.250     89.784     39.972    281.948  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.674      0.982  -9999.000  -9999.000   -999.250     41.246    303.329  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 178.5250   -9999.000   -999.250      0.724      0.894  -9999.000   -999.250   -999.250     89.784     39.764    288.389  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.711      1.087  -9999.000  -9999.000   -999.250     41.196    290.126  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 178.6500   -9999.000   -999.250      0.709      0.974  -9999.000   -999.250   -999.250     89.784     40.112    294.174  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.729      1.035  -9999.000  -9999.000   -999.250     39.898    283.502  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 178.7750   -9999.000   -999.250      0.775      0.818  -9999.000   -999.250   -999.250     89.784     39.775    298.924  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      0.724      0.892  -9999.000  -9999.000   -999.250     39.624    276.874  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
