FORWARD_TEXT_FORMAT_1.0
STDEP =    15.0000
ENDEP =   980.0000
RLEV  =     0.1250
CURVENAME =  DEVI, AZIM, DEN, SP1, Rll8, RILD, RILM, GR, MMD, AC, CNl, RML, RMN, SP, sp%, ac%, gr%, mmd%, den%, CNL%, rild%, rilm%, rll8%, sp1%, RML%, RMN%, r4.0%, r4.0, PORW, PORT, PORR, PORF, PERM, SW, SH, SXO, POR, SPC, RT, PW, POW, PO, YO, YOW, YW, CARB, CENG, FO, FOW, FW, CID, CIM, CIL8, THK, PORD, PORC, PP, CAL, cal%
END
#DEPTH          DEVI       AZIM        DEN        SP1       Rll8       RILD       RILM         GR        MMD         AC        CNl        RML        RMN         SP        sp%        ac%        gr%       mmd%       den%       CNL%      rild%      rilm%      rll8%       sp1%       RML%       RMN%      r4.0%       r4.0       PORW       PORT       PORR       PORF       PERM         SW         SH        SXO        POR        SPC         RT         PW        POW         PO         YO        YOW         YW       CARB       CENG         FO        FOW         FW        CID        CIM       CIL8        THK       PORD       PORC         PP        CAL       cal%
  16.2500   -9999.000  -9999.000  -9999.000    163.404 20000000.000      4.910 20000000.000     55.713      8.802    196.205  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.343 20000000.000    102.582    211.914  -9999.000  -9999.000    -58.276 -283554.156      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000  -9999.000  -9999.000
  16.3750   -9999.000  -9999.000  -9999.000    166.153 20000000.000      4.886 20000000.000     59.484    -60.014    192.068  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.359 20000000.000    120.920    215.985  -9999.000  -9999.000    -21.735    -23.005      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000  -9999.000  -9999.000
  16.5000   -9999.000  -9999.000  -9999.000    168.553  68425.117      4.836 20000000.000     60.998     -2.985    186.745  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.412 20000000.000    136.528    222.967  -9999.000  -9999.000    -57.282    -56.001      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000  -9999.000  -9999.000
  16.6250   -9999.000  -9999.000  -9999.000    170.604    284.520      4.839 20000000.000     63.842      5.848    180.678  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.478 20000000.000    148.095    225.414  -9999.000  -9999.000   -519.560   -502.303      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000  -9999.000  -9999.000
  16.7500   -9999.000  -9999.000  -9999.000    173.555    232.014      4.865 20000000.000     67.055    -24.853    168.682  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.553 20000000.000    171.362    226.739  -9999.000  -9999.000   -253.148   -263.437      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000  -9999.000  -9999.000
  16.8750   -9999.000  -9999.000  -9999.000    174.453    217.392      4.891 20000000.000     67.795     15.547    164.922  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.606 20000000.000    214.185    227.227  -9999.000  -9999.000   -142.360   -146.781      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000  -9999.000  -9999.000
  17.0000   -9999.000  -9999.000  -9999.000    174.888    186.324      4.912 20000000.000     67.201     14.163    163.761  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.645 20000000.000    404.712    226.715  -9999.000  -9999.000   -298.799   -292.355      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000  -9999.000  -9999.000
  17.1250   -9999.000  -9999.000  -9999.000    174.999    178.961      5.054 20000000.000     64.397     40.946    165.283  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.684 20000000.000    696.071    225.848  -9999.000  -9999.000   -147.923   -154.332      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000  -9999.000  -9999.000
  17.2500   -9999.000  -9999.000  -9999.000    174.999    178.836      5.252 20000000.000     61.230     35.173    176.468  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.740 20000000.000   1200.562    224.871  -9999.000  -9999.000 -21789.773 -20842.553      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000  -9999.000  -9999.000
  17.3750   -9999.000  -9999.000  -9999.000    174.999    187.536      5.497 20000000.000     57.025    -13.028    183.776  -9999.000  -9999.000  -9999.000     37.080  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.811 20000000.000   3043.104    224.023  -9999.000  -9999.000 -3533107.000 -3374903.750      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000  -9999.000  -9999.000
  17.5000   -9999.000  -9999.000  -9999.000    174.999    312.308      5.697 20000000.000     56.786     -4.912    191.557  -9999.000  -3308.231  -3307.895     37.080  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.904 20000000.000 20000000.000    222.766     -0.417      0.085 -1570057.875 -1661030.625      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000  -9999.000  -9999.000
  17.6250   -9999.000  -9999.000  -9999.000    174.981    556.992      5.741 20000000.000     55.478     -5.369    197.485  -9999.000  -3308.231  -3307.895     37.373  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.892 20000000.000 20000000.000    222.466     -0.417      0.085      2.463 -74779.297      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000  -3318.244  -9999.000
  17.7500   -9999.000  -9999.000  -9999.000    174.708    968.884      5.810 20000000.000     53.621    -41.839    203.267  -9999.000     -0.503      0.253     37.519  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.883 20000000.000 20000000.000    222.582     -0.549      0.341      4.526      4.425      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000  -3318.244  -9999.000
  17.8750   -9999.000  -9999.000  -9999.000    174.451   1389.813      5.912 20000000.000     53.818    -30.326    202.765  -9999.000     -0.384      0.169     37.665  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.895 20000000.000 20000000.000    223.113     -0.291      0.072      9.074      8.846      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.045  -9999.000
  18.0000   -9999.000  -9999.000  -9999.000    174.134  13422.806      6.112 20000000.000     52.757     -2.576    199.972  -9999.000     -0.051     -0.439     37.813  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.982 20000000.000  11205.404    225.506      0.094     -0.747     12.500     12.324      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.134  -9999.000
  18.1250       0.509    185.167  -9999.000    173.774 19904514.000      5.978 20000000.000     53.574     67.995    196.437  -9999.000     -1.087      0.370     38.110  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.969 20000000.000  43474.234    227.380     -1.845      1.087   -166.581   -157.129      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.248  -9999.000
  18.2500       0.509    185.167  -9999.000    172.952 168908.953      5.806 20000000.000     54.844    105.265    187.578  -9999.000      0.149      1.584     38.263  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.927 20000000.000 20000000.000    229.772      1.512      1.925   -692.554   -664.117      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.293  -9999.000
  18.3750       0.529    180.044  -9999.000    172.499  12762.285      5.642 20000000.000     55.827    -19.293    182.737  -9999.000      0.198      1.182     38.416  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.883 20000000.000 20000000.000    232.543     -0.759      0.641   -309.321   -330.534      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.293  -9999.000
  18.5000       0.544    174.020  -9999.000    172.029 19898144.000      5.661 20000000.000     55.573      7.642    178.503  -9999.000     -0.854      0.730     38.572  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.878 20000000.000 20000000.000    238.421     -0.928      0.799    -35.358    -50.876      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.293  -9999.000
  18.6250       0.552    173.618  -9999.000    171.571 120448.469      5.717 20000000.000     54.395     38.376    173.745  -9999.000     -0.670      0.229     38.891  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.909 20000000.000 20000000.000    241.161     -0.457     -0.238    233.797    218.205      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.293  -9999.000
  18.7500       0.570    174.954  -9999.000    170.926   9764.296      5.740 20000000.000     54.676     62.823    165.298  -9999.000     -0.621      0.154     39.056  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.910 20000000.000 20000000.000    243.560     -0.765      0.497 1759876.500 1655678.375      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.293  -9999.000
  18.8750       0.591    176.369  -9999.000    170.758   8601.553      5.754 20000000.000     54.654   -182.333    160.693  -9999.000     -0.807      0.578     39.223  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.886 20000000.000 20000000.000    245.611     -0.846      0.653     93.177 106564.992      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.293  -9999.000
  19.0000       0.621    180.815  -9999.000    170.703   7129.201      5.789 20000000.000     54.388    -59.522    156.384  -9999.000     -0.932      0.719     39.392  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.836 20000000.000    480.197    248.565     -1.016      0.784     13.254     18.192      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.295  -9999.000
  19.1250       0.654    183.057  -9999.000    170.745   7276.211      5.793 20000000.000     52.680     77.069    152.590  -9999.000     -1.053      0.798     39.736  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      4.839 20000000.000    283.832    249.456     -1.092      0.814      4.431      4.987      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.297  -9999.000
  19.2500       0.685    186.195  -9999.000    171.085   6627.718      5.788 20000000.000     50.364     60.688    147.786  -9999.000     -1.029      0.806     39.915  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -1.329      4.865 20000000.000    231.826    249.889     -0.959      0.796      4.408      4.409      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.300  -9999.000
  19.3750       0.696    189.600  -9999.000    171.384   8368.334      5.779 20000000.000     48.936      3.896    147.127  -5438.645     -0.948      0.737     40.095  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     -1.329      4.891 20000000.000    217.338    249.999     -0.935      0.666      4.421      4.420      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.302  -9999.000
  19.5000       0.715    194.959  -9999.000    171.762   5827.747      5.789 20000000.000     49.242   -119.528    146.103  -5438.645     -0.924      0.551     40.276  -9999.000    197.523     52.046      4.395  -9999.000     -1.330      4.912 20000000.000    186.205    249.999     -0.910      0.406      3.878      3.914      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.302  -9999.000
  19.6250       0.722    195.868  -9999.000    172.201   9996.482      5.806 20000000.000     50.935   -106.573    144.829     -1.329     -0.989      0.613     40.643  -9999.000    197.523     52.046      4.395  -9999.000     -1.332      5.055 20000000.000    178.932    249.999     -1.096      0.890      2.060      2.184      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.300  -9999.000
  19.7500       0.737    192.754  -9999.000    173.114  11586.964      5.826 20000000.000     52.427      3.844    144.846     -1.331     -1.027      0.655     40.834  -9999.000    198.545     50.499    -53.223  -9999.000     -1.334      5.253 20000000.000    178.836    249.999     -0.929      0.320      2.065      2.065      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.297  -9999.000
  19.8750       0.730    195.515  -9999.000    173.538  10671.469      5.842 20000000.000     49.454     79.836    144.890     -1.332     -0.792      0.023     41.025  -9999.000    199.689     51.080      5.371  -9999.000     -1.335      5.498 20000000.000    187.572    249.981     -0.585     -0.424      2.083      2.081      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.295  -9999.000
  20.0000       0.702    192.028  -9999.000    173.911   8188.292      5.856 20000000.000     48.349     56.396    144.893     -1.334     -0.144     -1.248     41.219  -9999.000    200.788     53.526     49.316  -9999.000     -1.335      5.698 20000000.000    312.840    249.706      0.566     -2.573      2.117      2.115      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.293  -9999.000
  20.1250       0.692    186.268  -9999.000    174.228   9443.263      5.892 20000000.000     46.939      1.545    144.908     -1.335      0.118     -1.694     41.610  -9999.000    199.797     55.714      8.789  -9999.000     -1.335      5.742 20000000.000    558.059    249.450     -0.650     -0.187      2.160      2.157      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.293  -9999.000
  20.2500       0.670    179.365  -9999.000    174.709  34289.676      5.918 20000000.000     47.328    -40.087    144.912     -1.335     -0.749      0.028     41.816  -9999.000    196.203     59.486    -60.058  -9999.000     -1.336      5.811 20000000.000    970.724    249.133     -0.930      0.422      2.186      2.185      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.293  -9999.000
  20.3750       0.647    173.084  -9999.000    174.864  20671.033      5.924 20000000.000     49.007    -29.903    144.928     -1.335     -1.006      0.698     42.023  -9999.000    192.064     60.999     -2.930  -9999.000     -1.336      5.913 20000000.000   1391.735    248.773     -1.153      1.237      2.171      2.172      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.293  -9999.000
  20.5000       0.657    165.513  -9999.000    174.956  19385.752      5.885 20000000.000     48.738     20.907    144.919     -1.336     -1.068      1.197     42.233  -9999.000    186.738     63.846      5.859  -9999.000     -1.336      6.113 20000000.000  13479.271    247.949     -0.890      1.112      2.146      2.148      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.293  -9999.000
  20.6250       0.674    162.762  -9999.000    174.993  12067.028      5.858 20000000.000     46.639    113.183    144.854     -1.336     -1.032      1.234     42.661  -9999.000    180.669     67.061    -24.902  -9999.000     -1.336      5.977 20000000.000 20000000.000    247.497     -1.353      1.507      2.178      2.175      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000   9999.000   9999.000  -9999.000     22.293  -9999.000
