FORWARD_TEXT_FORMAT_1.0
STDEP =   128.5750
ENDEP =   875.3250
RLEV  =     0.1250
CURVENAME =  RML, RMN, CAL, R4.0, RILD, RILM, RLL8, SP1, SP, DEVI, AZIM, DEN, CNL, GR, AC, CNL%, RILD%, RILM%, RLL8%, SP1%, CAL%, RML%, RMN%, DEN%, SP%, R4.0%, GR%, AC%, PORW, PORT, PORR, PORF, PERM, SW, SH, SXO, POR, SPC, RT, PW, POW, PO, YO, YOW, YW, CARB, CENG, FO, FOW, FW, CID, CIM, CIL8, THK, PORD, PORC, PP
END
#DEPTH           RML        RMN        CAL       R4.0       RILD       RILM       RLL8        SP1         SP       DEVI       AZIM        DEN        CNL         GR         AC       CNL%      RILD%      RILM%      RLL8%       SP1%       CAL%       RML%       RMN%       DEN%        SP%      R4.0%        GR%        AC%       PORW       PORT       PORR       PORF       PERM         SW         SH        SXO        POR        SPC         RT         PW        POW         PO         YO        YOW         YW       CARB       CENG         FO        FOW         FW        CID        CIM       CIL8        THK       PORD       PORC         PP
 129.8250   -9999.000  -9999.000  -9999.000     17.644  -9999.000  -9999.000  -9999.000  -9999.000    223.820  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     17.998  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 129.9500   -9999.000  -9999.000  -9999.000     17.598  -9999.000  -9999.000  -9999.000  -9999.000    223.707  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     18.022  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 130.0750   -9999.000  -9999.000  -9999.000     17.586  -9999.000  -9999.000  -9999.000  -9999.000    223.355  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     18.046  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 130.2000   -9999.000  -9999.000  -9999.000     17.602  -9999.000  -9999.000  -9999.000  -9999.000    223.092  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     18.093  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 130.3250   -9999.000  -9999.000  -9999.000     17.630  -9999.000  -9999.000  -9999.000  -9999.000    222.716  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     18.104  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 130.4500   -9999.000  -9999.000  -9999.000     17.689  -9999.000  -9999.000  -9999.000  -9999.000    222.396  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     18.090  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 130.5750   -9999.000  -9999.000  -9999.000     17.754  -9999.000  -9999.000  -9999.000  -9999.000    221.458  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     18.059  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 130.7000   -9999.000  -9999.000  -9999.000     17.880  -9999.000  -9999.000  -9999.000  -9999.000    221.118  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     17.982  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 130.8250   -9999.000  -9999.000  -9999.000     17.944  -9999.000  -9999.000  -9999.000  -9999.000    220.672  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     17.947  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 130.9500   -9999.000  -9999.000  -9999.000     17.998  -9999.000  -9999.000  -9999.000  -9999.000    220.352  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     17.931  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 131.0750   -9999.000  -9999.000  -9999.000     18.024  -9999.000  -9999.000  -9999.000  -9999.000    219.779  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     17.940  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 131.2000   -9999.000  -9999.000  -9999.000     18.046  -9999.000  -9999.000  -9999.000  -9999.000    219.496  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     17.990  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 131.3250   -9999.000  -9999.000  -9999.000     18.046  -9999.000  -9999.000  -9999.000  -9999.000    219.214  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     18.021  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 131.4500   -9999.000  -9999.000  -9999.000     18.036  -9999.000  -9999.000  -9999.000  -9999.000    219.326  -9999.000  -9999.000  -9999.000  -7185.136  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     18.046  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 131.5750   -9999.000  -9999.000  -9999.000     18.020  -9999.000  -9999.000  -9999.000  -9999.000    219.336  -9999.000  -9999.000  -9999.000  -7185.136  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     18.051  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 131.7000   -9999.000  -9999.000  -9999.000     17.991  -9999.000  -9999.000  -9999.000  -9999.000    219.448  -9999.000  -9999.000  -9999.000     75.573  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     18.040  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 131.8250   -9999.000  -9999.000  -9999.000     17.981  -9999.000  -9999.000  -9999.000  -9999.000    219.752  -9999.000  -9999.000  -9999.000     85.225  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     18.031  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 131.9500   -9999.000  -9999.000  -9999.000     17.981  -9999.000  -9999.000  -9999.000  -9999.000    220.203  -9999.000  -9999.000  -9999.000     87.519  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     18.023  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 132.0750   -9999.000  -9999.000  -9999.000     17.988  -9999.000  -9999.000  -9999.000  -9999.000    221.131  -9999.000  -9999.000  -9999.000     94.060  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     18.020  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 132.2000   -9999.000  -9999.000  -9999.000     18.004  -9999.000  -9999.000  -9999.000  -9999.000    221.771  -9999.000  -9999.000  -8234.836     98.363  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     18.022  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 132.3250   -9999.000  -9999.000  -9999.000     18.011  -9999.000  -9999.000  -9999.000  -9999.000    222.686  -9999.000  -9999.000  -8234.836    101.157  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000     18.032  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 132.4500   -9999.000  -9999.000  -9999.000     18.010  -9999.000  -9999.000  -9999.000  -9999.000    223.439  -9999.000  -9999.000      1.863    106.197  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.813  -9999.000     18.051  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 132.5750   -9999.000  -9999.000  -9999.000     18.000  -9999.000  -9999.000  -9999.000  -9999.000    224.616  -9999.000  -9999.000      1.862    107.255  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.813  -9999.000     18.066  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 132.7000   -9999.000  -9999.000  -9999.000     17.965  -9999.000  -9999.000  -9999.000  -9999.000    225.203  -9999.000  -9999.000      1.857     98.427  -9999.000  -9999.000     72.657  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.813  -9999.000     18.080  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 132.8250   -9999.000  -9999.000  -9999.000     17.940  -9999.000  -9999.000  -9999.000  -9999.000    225.720  -9999.000  -9999.000      1.852     91.878  -9999.000  -9999.000     72.657  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.807  -9999.000     18.075  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 132.9500   -9999.000  -9999.000  -9999.000     17.914  -9999.000  -9999.000  -9999.000  -9999.000    226.022  -9999.000  -9999.000      1.849     85.332  -9999.000  -9999.000     80.021  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.802  -9999.000     18.054  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 133.0750   -9999.000  -9999.000  -9999.000     17.902  -9999.000  -9999.000  -9999.000  -9999.000    226.319  -9999.000  -9999.000      1.841     74.602  -9999.000  -9999.000     85.225  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.799  -9999.000     18.034  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
 133.2000   -9999.000  -9999.000  -9999.000     17.900  -9999.000  -9999.000  -9999.000  -9999.000    226.358  -9999.000  -9999.000      1.837     70.065  -9999.000  -9999.000     87.520  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000      1.791  -9999.000     18.013  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000
