FORWARD_TEXT_FORMAT_1.0
STDEP =   149.7500
ENDEP =   900.0000
RLEV  =     0.1250
CURVENAME =  SP1, RLL8, RILD, RILM, GR, AC, SP, DEVI, AZIM, DEN, CNL, CAL, RML, RMN, DEN%, GR%, AC%, cnl%, RILD%, RILM%, RLL8%, SP1%, SP%, R4.0, CAL%, RML%, RMN%, PORW, PORT, PORR, PORF, PERM, SW, SH, SXO, POR, SPC, RT, PW, POW, PO, YO, YOW, YW, CARB, CENG, FO, FOW, FW, CID, CIM, CIL8, THK, PORD, PORC, PP, R4.0%
END
#DEPTH           SP1       RLL8       RILD       RILM         GR         AC         SP       DEVI       AZIM        DEN        CNL        CAL        RML        RMN       DEN%        GR%        AC%       cnl%      RILD%      RILM%      RLL8%       SP1%        SP%       R4.0       CAL%       RML%       RMN%       PORW       PORT       PORR       PORF       PERM         SW         SH        SXO        POR        SPC         RT         PW        POW         PO         YO        YOW         YW       CARB       CENG         FO        FOW         FW        CID        CIM       CIL8        THK       PORD       PORC         PP      R4.0%
 151.0000   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 151.1250   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 151.2500   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 151.3750   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 151.5000   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 151.6250   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 151.7500   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 151.8750   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 152.0000   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000   -999.250  -9999.000  -9999.000   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 152.1250   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000   -999.250  -9999.000  -9999.000   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 152.2500   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000   -999.250  -9999.000  -9999.000   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 152.3750   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 152.5000   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 152.6250   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 152.7500   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 152.8750   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 153.0000   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 153.1250   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 153.2500   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 153.3750   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 153.5000   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 153.6250   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 153.7500   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 153.8750   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9998.001  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250  -9970.776  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 154.0000   -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250   -999.250   -999.250  -9998.001  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250  -9970.776  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 154.1250   -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250  -9745.581  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000     28.046  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 154.2500   -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250     28.051  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000     28.576  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
 154.3750   -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250   -999.250   -999.250     28.574  -9999.000  -9999.000  -9999.000   -999.250  -9999.000  -9999.000     28.593  -9999.000  -9999.000  -9999.000  -9999.000   -999.250   -999.250  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000  -9999.000   -999.250
